,business_id,count,cluster
78,IZivKqtHyz4-ts8KsnvMrA,182,19
79,gTlDDzDEHyDQ6iwjNhpI6A,180,19
80,Vs7gc9EE3k9wARuUcN9piA,179,19
81,PQER4ba8Q0zqB1G2QiXamQ,179,19
82,JDZ6_yycNQFTpUZzLIKHUg,177,19
83,uWECX6-Uq9n8v5ipk9R29A,176,19
84,El4FC8jcawUVgw_0EIcbaQ,176,20
85,DzKl51tivGJMLiNsQqf38w,175,20
86,m5niZy68d2gTtVWz89elfA,175,19
87,UMqfeCItzQ2glr4d9apGlA,175,20
88,dEAk-gE-5Q95a7p91gNn8A,173,19
89,eduRavkml8awmPachSZXuw,172,19
90,JWDiG0nSsM7GQ9QFRTxU9w,172,19
91,7sb2FYLS2sejZKxRYF9mtg,171,20
92,SVGApDPNdpFlEjwRQThCxA,170,19
93,pQ6e4fjq6kqRqLE6w8CfWQ,169,19
94,qkyCuFJF2Uboh6n2Lmuwlg,169,20
95,IhNASEZ3XnBHmuuVnWdIwA,168,21
96,7ibuDLfx8gEhESAufYIySw,168,20
97,n8Zqqhff-2cxzWt_nwhU2Q,168,24
98,LFs5jyYdXlzi0SpAYi1eSA,168,19
99,OETh78qcgDltvHULowwhJg,168,20
100,GHS1rVjO-RMcRB6WJLpCDQ,168,19
101,cJWbbvGmyhFiBpG_5hf5LA,167,19
102,d_L-rfS1vT3JMzgCUGtiow,167,19
103,ixAh9crILnJ9tM8LhWFhkw,167,20
104,vx4YAA02Qz6khRD1fZ1MFA,166,20
105,Os1n1_idfw9vv9kwULGJnQ,166,19
106,W8apgXmOxESpoL_EeogC5w,166,19
107,f4x1YBxkLrZg652xt2KR5g,166,20
108,82YGtjc5KKikNiqBZ33qzw,162,18
109,eZcCFV-8X91ZSnmB9807bw,162,19
110,6tSvz_21BMo3a4GaItwa0g,161,19
111,zEaGcSVPDQipnRdEZp-F6g,161,20
112,UV2Jt8slktGu14gLZeNCjA,158,19
113,KalAJyO0Zpg3K1wVwYXBHA,158,24
114,IT_4EEIbv6Ox1jBRMyE7pg,154,20
115,0_aeYE2-VbsZts_UpILgDw,154,24
116,FQB3VXrWYM_m_XrzwRozAg,152,19
117,1SqLPgnZEVeVYDM-AuoFhg,152,19
118,CauQnqZ5eowyrr7oWF_p3Q,152,20
119,ydcNlRMKs93AQpOhVkSrGQ,152,20
120,HgdFqAvK31fB9sgBdOzo9g,152,19
121,QJR4qBUHegWEozSQrGmBPw,152,20
122,sOYsxYYFl03PhHmz_rBDZQ,150,20
123,osu1j_Lg8R9brpuMMn3a3A,149,19
124,DbEszO3wk1xVmN3pCPob2g,149,19
125,dn_ipqbm7_jUz5X3rDez_A,148,20
126,C9ImzBi5fn742ZcAYDww2A,148,20
127,p5rpYtxS5xPQjt3MXYVEwA,148,20
128,DYAorbxOyubUB_wtQRCdug,148,19
129,OVTY-NpcTA7iXbMQmusv3A,147,19
130,y4ETe3DkcIjjr_eyeg5U5g,147,19
131,VGWEpMEkzQopS5lUNd06Sw,147,20
132,_w5hBpkjHs5_Hv3pLeHtIw,147,20
133,2SfSzEd3B7WimeZac23zhg,147,20
134,H8qpFitIesth86zqR4cwYg,147,20
135,HQcel0uvg7N7KfhHJChfSQ,146,20
136,pomGBqfbxcqPv14c3XH-ZQ,146,19
137,Qihead6oTtWCwde3TBqlGg,145,19
138,ECOkEVUodMLUxvI0PMI4gQ,145,20
139,YJ8ljUhLsz6CtT_2ORNFmg,145,20
140,GJ_bXUPv672YwNg4TneJog,145,20
141,-IWsoxH7mLJTTpU5MmWY4w,144,19
142,8olG8J91NG_QU92WHG5QfA,144,20
143,xkVMIk_Vqh17f48ZQ_6b0w,144,20
144,VrGI7_nRjXpn0415S3coGQ,144,20
145,VsewHMsfj1Mgsl2i_hio7w,144,20
146,HhVmDybpU7L50Kb5A0jXTg,143,20
147,qVO3l9Q0-KVQE7W9JL9ePw,142,19
148,OjApDLQUPV8c_yPCg8xZog,142,24
149,faPVqws-x-5k2CQKDNtHxw,142,20
150,Z5eukYH32_nFljOTC2DJ0g,142,20
151,0WoQQlMXVIDEgI0xNdENKA,142,24
152,LpGCzgAKNSpzDNEUMVVtZA,141,20
153,VMXl3Dm1Nwvgwo1PVYTXbg,141,20
154,fHM09_y3QX3n4a_bIFbk_w,141,24
155,HPLB1Tr8ZB5UkD-2umKPdA,139,20
156,DkZuVzYuylBanEsWK7mNGw,138,19
157,ZkGDCVKSdf8m76cnnalL-A,138,20
158,aD0EslPREWGDlSpD0RMlEg,138,19
159,K0j_Znzin0jShXVnpvW86A,137,20
160,RRw9I8pHt5PzgYGT2QeODw,137,24
161,dKdApYVFDSNYsNOso6NYlA,136,24
162,LR0qF0FEVsCOhYWUOiH26A,136,20
163,q-zZgXKAQFLEgMp9ZNllgQ,136,24
164,f4kNNLU_0q_2J711jCN7dA,135,20
165,mDR12Hafvr84ctpsV6YLag,135,20
166,a192hdM0_UVCYLwPJv1Qwg,135,20
167,pH0BLkL4cbxKzu471VZnuA,134,20
168,B_WggEKFq-ZFNui8CHPYvA,134,24
169,bPcqucuuClxYrIM8xWoArg,133,24
170,Fi-2ruy5x600SX4avnrFuA,133,20
171,XeDLyY2a7nZ3IEY4RYslXA,132,24
172,olmCDBoMF-EhN8U2livBSg,132,20
173,qsJkjQoM3Hdg6Gtqp2S9_w,132,24
174,YRyYbOSwvHkZsZOLv98oQg,132,20
175,iA8Ve2sZKN5Vz3mYKrtCaQ,131,24
176,zpoZ6WyQUYff18-z4ZU1mA,131,24
177,65eDIQ8bpMJFtgdyX7ulVA,131,19
178,vl1aHp6pvnSmpoRQShWLjg,131,24
179,jLxeBgWhLRbII2ACkgH1Sg,131,24
180,qmymSqVwHYRqdwfcBatzpQ,131,24
181,QDeB3ZtWYzVJJ0KK-HM-PA,131,24
182,eR7Iw_X54m3YLWkXp9y35Q,130,24
183,aT_SsfZ6GQgJGyuIv1Hapw,130,24
184,kRgAf6j2y1eR0wOFdzFAuw,129,20
185,Gt4z3AylNTsEPDkzkaC7HA,129,24
186,6H8xfhoZ2IGa3eNiY5FqLA,129,24
187,q3dJQtwZQrrurNT-1bNKgQ,128,24
188,8K3CRM4COa0SSBEvli0fJQ,127,24
189,H0xkoPI-WwbjY7r-Zt-arw,127,24
190,O7ot_LMlCfLpOP9tBqeNfw,127,24
191,k8BqCejnaMlw7aoVthvqyw,126,24
192,aQ222ydz_GSRZV66xNt4kQ,125,24
193,zwNC-Ow4eIMan2__bS9-rg,124,23
194,PXShA3JZMXr2mEH3on5clw,124,20
195,LYWbyu1EQM2o5hwHG5_Ldg,124,25
196,GI-CAiZ_Gg3h21PwrANB4Q,124,25
197,NLEe-RzDSU-5BN6xp_WWCw,123,24
198,BslEhCyzaQPfpHtDogb4hQ,123,24
199,kABF0hYfAEnl166mn1zR1A,122,25
200,eBj_YyJU5jVu6tbZCkdtDA,122,24
201,RNi6tW22UMgHwWLAb0mYdA,122,25
202,SwAZBCyFtVo_8vkRbJhdkA,121,25
203,AtD6B83S4Mbmq0t7iDnUVA,121,23
204,u-67zd1ImTv3EEr5kIdWrA,120,24
205,a0v7Si0DK4cIko7AQY4YXg,120,24
206,BCAw9a_kyx2RddRH9tMmKQ,120,24
207,UUGoM4q4i8rK2CBRS0xDAw,120,25
208,FNe5PPA9pyj8FjcDefCBpg,119,21
209,tQifTiY-vutj8orxcMJKfQ,119,24
210,7fxebHYUwIF6CakxSr70iQ,119,25
211,f9sU31meK0bqAD7922sCog,119,25
212,tsf1JNdeeQf_654YUSrzRw,119,24
213,4qG3Gh8QyugC1XvoTlmgcQ,119,25
214,eaNenRk_liZBERFFLCXqqQ,119,21
215,elqbBhBfElMNSrjFqW3now,118,25
216,yHYjDPuRtLvhvMpOn5fXOQ,117,24
217,lTixk1IT-D4hoMZ6LgoyHQ,117,24
218,5CJL_2-XwCGBmOav4mFdYg,117,25
219,YuiM5VKscO8rS1EX7f19_g,117,25
220,diY31IEunbV8MfDh81FS1A,117,24
221,pd2Xo1WqNic9zxLTVdilGA,116,25
222,d4qwVw4PcN-_2mK2o1Ro1g,116,24
223,OJdufUU3hVabgviIBHksYw,116,25
224,OHFH6ALQqq35NiEbD1eXuw,116,25
225,v1AE1LLWDOqe8ubOzqKADg,116,23
226,DESv2ys6SjBKA4SyDtJvxw,116,23
227,pKk7jCFIm96qDdk0laVT2w,115,23
228,mmbXj7CmjGbH-wR3j6cD0w,114,25
229,bpRo8L8dkhgbJhdIKa9mwA,114,23
230,0NmTwqYEQiKErDv4a55obg,114,23
231,uUEKndnFbHD8mVkGiirtpA,114,25
232,hojZyJk1Wf2UE2CpG7cgIg,114,25
233,gO_z_5FQVHLCiJjOsfE1fg,113,23
234,FSnqO-YWUdRb0Xc95nXbvw,113,25
235,jBh399TajGcH28Zo2J1pHw,113,25
236,Sovgwq-E-n6wLqNh3X_rXg,112,25
237,MyTsAeShB9pcWP84GSTAdw,112,25
238,Mh84_j7YmRrAcm0DWV4bUw,111,25
239,tMdgY7Ou4k3bYZZulJCiuQ,111,23
240,pLMPpaJ7whp86uL_3ezwMg,111,25
241,M30I1NPl5JuHthxo1IXPGg,111,25
242,buTa1akbH0pO_P10v99_eA,110,24
243,jfmyj519pg2flxGEQ2xdPg,110,23
244,9edPSkfXKsJmkZYIaOmA7Q,110,23
245,0CB7YB1qRSWLQvMbHw3Fmw,110,23
246,7vHvQCjPq5pWj7Rio1A--w,109,22
247,R3TC2oq8fQK9c9BNMZ-ynA,109,23
248,P8uECqGqXWTwEndkh-6bQw,109,25
249,hihud--QRriCYZw1zZvW4g,109,23
250,yp2nRId4v-bDtrYl5A3F-g,108,23
251,p3YqOYELqXtLyHz9T49p_w,108,23
252,Qc0l8rZ3nvrcERitgxu8XA,108,23
253,DYuOxkW4DtlJsTHdxdXSlg,108,22
254,S1N5-ZXwR4fUIPs6dLnBYQ,107,23
255,ewmTwsZqCHH2gvCeDKz0dw,107,21
256,mY_g1z7iyMHxzpV2mV6IXQ,107,23
257,--9e1ONYQuAa-CB_Rrw7Tw,107,25
258,6Vyp-9i1jzwK_bvisuPJpQ,106,23
259,_8VkSb_Mryb6bHQxSWB7Pg,106,23
260,N0apJkxIem2E8irTBRKnHw,106,23
261,PbyqDJf815zRn-7p6vYpAQ,106,23
262,oEkOj9NXJFrjFn3NBB_jpA,106,23
263,ygaOvp0PLBYaYeN9cZAlGg,105,21
264,DB9BRdu7is0AK1DvcuKlcw,105,23
265,fcWkZgmzRsm3H4egzSrV_A,105,23
266,VgrFPYtK6HGUEJVc4srpWw,105,21
267,FMnH5WIRLyexBYMBUUnDxQ,104,22
268,JPWg9acsCv_om9UFYGMJbA,103,23
269,hYX0z2C6Th5XmcrKOP31fQ,102,23
270,M51gw2cz_vXarNBLbKkOxQ,102,23
271,dWk0mbhj79pK3WBp5oLtpw,102,22
272,wWuGa3OOQJro_XGe-GKBXA,102,14
273,TfabYPasZ1oOMN6JLa-yvw,101,23
274,6xgcHeLad-VaoTIQewK84A,101,22
275,16tWXenJ1wTqugXJU7yiZg,100,25
276,J4CATH00YZrq8Bne2S4_cw,100,25
277,dm6sO_Y8JdKTE1ZM955yug,100,23
278,-AD5PiuJHgdUcAK-Vxao2A,100,25
279,Hqs4YNST_ZHbshwyi4bnsQ,100,22
280,XkvvUNCmLIvOts0OftXegw,100,22
281,hRZadfm7OEOzk0qjuk8BXg,100,22
282,ItqPtxnayraXSlBS0EMOgg,99,23
283,NblDoJBEwhkJyvAuxzh4rg,99,23
284,fhoFsFK6TqJOEo30LtXeDA,99,21
285,R_ZlcX46pPdjhjmfd043LA,99,22
286,nYzCr8fcJ2ci4aiB1-hB6w,99,23
287,Z1E36owKeeZKDL-9ZuanJw,98,23
288,Gh1BoQNMGkh91pSHqvDRAA,98,22
289,1DP5vHxJzCDbgawv0WC3yA,98,22
290,lOQPeguczAueJnLmDUTfGg,98,22
291,XgsIf7s2zM-cC29WUD-NZQ,98,22
292,BOQOuwSNhfKx1xvKtONsBg,98,22
293,9PIC380tmNYpIC3z5cvcNA,98,21
294,wpnLPAnkMEb1NpC3xiD_qg,98,10
295,6Z6IyosSMciZtwk8hRLRag,97,23
296,T0Uw6vwwfO3el29wBoDamQ,97,10
297,kYvZZ_aKaKLQKeyms74T2Q,97,22
298,VaKXUpmWTTWDKbpJ3aQdMw,97,22
299,zU9w_xRlQSRIYXxGo-HSOA,97,10
300,hRQS8y-uG2kc8miWVYiLuQ,96,9
301,z0rSmZQz9eEXjg_C3_E5-g,96,11
302,ZgWjkMSzIV9fAuJJQXSUvA,96,9
303,Vg1C_1eqwIwkZLIXGMTW3g,96,22
304,mUdalYTuAtnZm2K9zoH27Q,96,14
305,D8a2usm9b-j89W9IrJ_Evw,96,23
306,WrHu03srbhJAw6bnTIixdw,96,9
307,7wHLFohwCw8l6WS-feLjeg,96,11
308,ruPFtD9dU6Cv9_wpzIR4UQ,95,10
309,HK2Ki-PvnNN-YMTlX1uSVA,95,21
310,dJF4C707KVhFx1qcRJhlEA,95,23
311,3vxIqhm2jCVjkUWtmDvTsw,95,10
312,tMYYSWyTppDcF070Hmy-kQ,94,23
313,YU2XR_ZY-g2VzDpi7KMzEw,94,21
314,0zoXYHq82haayMaV952jEQ,94,9
315,LwQB9H3jZ9wTk24Lr-AnZQ,94,10
316,0EgYXYjt2XJL4hlsKnzrcw,94,23
317,Qy_tDaVTWlS14fEglzo1Tg,94,9
318,N6MzDoao6s68nAIW8vS9dQ,94,9
319,5T0h9YCsXiDZyBsVIN9gcg,93,9
320,iPM8BXV6vEVEci8ttsOObQ,93,10
321,E62l6LwZJ7lKaExcUbrtYw,93,9
322,T3ASfec34b8-uYr3xZj8Lw,92,12
323,p8HvhJZ-_EHhmUVmZN15gg,92,10
324,YZGSNhgTS6YeyUYoivD-Ww,92,12
325,JpgVl3d20CMRNjf1DVnzGA,92,10
326,7Xw_vv-ekUL2sTqipnKT0g,92,10
327,Q5olb1x6FGk2oLAlc9p5Lg,91,10
328,UpW3jyJ3_kTG7oDSflwnMA,91,9
329,BnpuVvPy3sfLlkqKCx6Xnw,91,9
330,VG0nWxGsPixYLsyi49gyxQ,91,12
331,S_5VQYMMa4aD3NzgYLkvhg,91,12
332,X8c23dur0ll2D9XTu-I8Qg,91,14
333,YavRvjbLsvh4DYDJPAfJIA,91,10
334,7xXaO9deBDh_dd0JQjA-Qg,90,12
335,nVAJZ6BJ9PPlxDXn976R6A,90,9
336,jCR-xC4NqoEajjmstqX8sA,90,12
337,E67gGK8yOn9kkNzx8FzQKA,90,11
338,svdEhLmNmpVaIv1WLtoOvQ,90,10
339,qRymrsLmlA34bC8PvNoujg,89,10
340,ozEDKl0tZw5ob1evx41gcQ,89,12
341,WETHRoXB2IbixndSlOktJA,89,9
342,ZOmf-3NN4Z59b2Fw6VAM7g,89,11
343,Zmfq3DVhHdtVChhSxzoUHw,89,11
344,AyEtowSGi9vx0-xFfrgjWw,89,10
345,3cHL1r5w2oLYH-veijtweA,89,14
346,r8Jr-7YfkhJL2nxk9lxUNg,89,12
347,gwYt_q3Ob7aQJIefIBsZiQ,89,12
348,AL5YzikrmxwcBzBNLGO7Jw,88,9
349,UTXNr62dGSK-tet8OeXUcQ,88,12
350,zXBrfL_ohYMuBZWvF8EcSA,88,12
351,KXITXbKuE60WSUDs7NZVLQ,88,14
352,qG_WEgPa8MBo1dPUOkTMlw,88,12
353,ahSFUPojs9X3-1jP-QPb-w,87,14
354,SycXTaA4MeJZuDK4Y1owDQ,87,12
355,mjhwLcuoenVW8oFhcNmlHA,87,12
356,TCWMgOiV0PxQkWE1SyBIWQ,87,14
357,YNDxeeRUARbd8GRnscJSvg,87,9
358,Tk7qCou7aYv_Z-K3a7NhhA,86,11
359,ID5wWJ9C7G0hfbQilvlfxA,86,14
360,OtSbxxD-WNzlNQlDGpXFSA,86,12
361,dGuVYsA5DMCm_TjSbX6x7g,86,14
362,Rd11Bosr8JkfoUhZLzpuxg,86,14
363,eJKnymd0BywNPrJw1IuXVw,86,14
364,vdOf_NWsct8jr4qYKoE_iw,85,14
365,Xj7DIGRHEchJ-VVdISazQQ,85,13
366,19S0gFtg5GTX6CkiApJiAQ,85,12
367,poYsvuOmVDqF4dTnjJ780A,85,11
368,ypfFfR3-PbtoslIhohNstw,85,14
369,jgtWfJCJZty_Nctqpdtp3g,84,11
370,F0lI9okn4pzmN_iq5UqF7w,84,12
371,GMrwDXRlAZU2zj5nH6l4vQ,84,11
372,StNAnvyhVISULAFmO_Ke1Q,84,17
373,xVEtGucSRLk5pxxN0t4i6g,84,14
374,sYfHxCqHpIX2HnDhw0JRAA,84,14
375,iw9p7E4bMe1YW-APcFGjgQ,84,11
376,1ZJz840L496LAmQdeDv0WA,84,11
377,Gen0ei06dGq13OJ8DRXUjg,84,11
378,wKA2y-F_fPcBDOkpzDB9eQ,84,16
379,SEjyjYlMfFFzkHaru6JadA,84,11
380,So132GP_uy3XbGs0KNyzyw,84,14
381,v_yCY6NCwxCPIsNZR80UfQ,83,11
382,cOJ1uIVIHCiefUyWG2wDfw,83,11
383,V-0qRzBHKixmQgon_fW_AA,83,11
384,IVnGPHdTyu_GbLo9mXj98w,83,12
385,IOEGLxXwCNiq4P-U359D7Q,82,11
386,wYrkCpUlxhb89nnNGUX4AA,82,11
387,VKmGedwOk-16D7OawNg_ng,82,16
388,uGcC3CKAolcwfOTMjjoexQ,82,12
389,2dCnTMv3Hh-fM8bOjYS4Xw,82,16
390,CoyeXg8FBsS_d20QzNIy-A,82,11
391,FYqFfaxVRW6pdviONXIoDw,82,14
392,UidEFF1WpnU4duev4fjPlQ,81,11
393,fW7SHgmidc32kHSoyLTM2A,81,14
394,z5J9U_HU4iVLwaCH6rdC2w,81,16
395,FfG8twx5K18y268Gp4dSKA,81,14
396,aNe8ofTYrealxqv7VtFTuw,81,11
397,y0x795PyDX8JL_oyIaTUiQ,81,11
398,O3OH5IEFMPtz7mPKakPZ3Q,81,11
399,oXoVJ0xKv82cBo9U6oEjlQ,81,14
400,gHoP4eJimaMltfUlp6EP4Q,81,12
401,MXC9pwIxovWUc9yu1F8OxA,81,14
402,WO1sgbYB6u6VVcvChanp5g,80,13
403,saQQmDQQJ14BVkm_sg53UA,80,11
404,hDL3Q-GNQlOuE04_zWEMJA,80,12
405,78hGCrQ6wLA2yh8zMywnmw,80,17
406,S599hCA4kJJO3_b6SRFKoA,80,12
407,Bm8nRUsZ-dK6g2eJLxMTOw,80,17
408,ZFyJ83LJkkO1dP82kzXKNg,80,14
409,Rj-7ymdw8aNZBRqGRAjR3Q,80,14
410,OFw59czUoeeosFMKfRawmg,80,14
411,-K82LBrI3H0FVuhTbNDpRA,79,14
412,jBs2HmEOkqCvdHNnw3N-og,79,16
413,gBfPyzPRmeOaj3SdcIj0Rw,79,14
414,h_g5HV6Fw2rinZ3xqFwygw,79,12
415,u3nwislXMKKwkpHAXAArbQ,79,17
416,BjH8Xepc10i6OhCDQdX6og,79,14
417,w12x7UBSSRsdbp3ZqguG3Q,79,14
418,FhIeCF6QrsLaRvAeu0oEPQ,79,17
419,WmLTIN4qzZ8SjpPxsPH27Q,78,17
420,PyrcymoNDAJDm_Zn9yl-7A,78,17
421,pHA8wyVcrkhI4wQ3mt6NHw,78,17
422,SqxIx0KbTmCvUlOfkjamew,78,17
423,DqcD3YflYhArFsC4KVUnOw,78,13
424,8SwMaPL6AJIs1ZPSZ3NJ4w,78,17
425,9IpKGHaPy3hhXo9g5Bt7lg,78,17
426,SZEFE5hL7aN5nM-A44iPwQ,78,13
427,K7fip0nDFFdCC7OCnNOotQ,77,14
428,L_ZLtfHvfzfoNVQ0-okTXg,77,13
429,56Ll9rqG2WxXj4X2pmlkHQ,77,15
430,nUpz0YiBsOK7ff9k3vUJ3A,77,12
431,SAfuIUZMXrOnb3LWyvYjDA,77,14
432,DLJCwHGtbAV31UQ1lnIjlw,77,17
433,ostVuyoxxQiP3Qik_L7nPA,77,16
434,yNVcnSaMSrTmjJBMrHTy9w,77,14
435,-Ylpy3VyRWwubf9dysuwjQ,77,13
436,698nukvxe7mq2Fra5vDikQ,77,15
437,UT6L3b7Zll_nvRidijiDSA,77,17
438,G6BwYw_0_atLPTzI1uokIA,77,17
439,NQhPS0MUKJgBUB6PTLlmzA,76,17
440,fQt4D34vcJNtEf8Q4zte3w,76,17
441,EUWBT5GDxPC95w9itZ1EHw,76,15
442,wdOOK3K6vzQy1d_OIk-U9w,76,15
443,CZhc8YXdFLhAI4ViC2ERTg,76,17
444,HfuIfYB_CxMAAJiEnxDl9w,76,16
445,4GXII-GU7S0ZyU6ElkhscQ,76,13
446,OVTZNSkSfbl3gVB9XQIJfw,76,13
447,PgJgpW4TKQ8IoALH2Yq-zA,76,8
448,rTS8LsUmNIiXsXydE49tPA,75,13
449,gtB-1QxTscdPj78UE5sWuQ,75,17
450,lKH_cqeaeVpHdsO2dK58OA,75,16
451,sf3kp0H13jZYEmS1A8Etcw,75,17
452,ruWTngdiC68O9la27hvvHw,75,14
453,YQ--LJ7pvjiDSqNv0TuKTQ,75,13
454,kJAmLFgiIjtjULunpr3NNg,75,13
455,tXqaK0lBEE1XJbzDPsdFvg,75,15
456,TVbVii4EUQt9DG7y698zIw,74,15
457,duw-3Aj7gAKbQG-isS5UtQ,74,13
458,7UFDAX4wLi6ux5otguYldA,74,17
459,cyzOijFJ82cae6qH6L8vuw,74,15
460,XjepvTIfp4iqGq1orODedg,74,17
461,_3FxLxdg1unUQc3QqIgJuA,74,13
462,q3YnYPjLuBGRDi_59yTC5g,74,15
463,KUOa1acSFn6DkO9jp-sn6A,74,13
464,e7N0AW-sKkJmRIpEovxBAg,74,17
465,Y07qIurPKiUJDnTZWxZN2A,73,17
466,9c3LlXubVkbMwIrS8dIp0Q,73,15
467,1Df5WnLX3DqN6ymlhqznaQ,73,13
468,TT658qQinO6MBHP9q7rJ8w,73,17
469,s0vNtuLs1cwEqHTXKiS05w,73,16
470,XnJeadLrlj9AZB8qSdIR2Q,73,13
471,O_C-2kZMHGnq3ZDL_OaG6Q,73,17
472,PJPO9AYkt__t4kSWdSWnfw,73,17
473,aKcqKNcbwNydCBnvAA4TeQ,73,17
474,dzKDFiWLkspVBJKGfT0M2g,72,15
475,R7LyTeiOHLyTNkA8HssBRQ,72,15
476,dOGLTIMqqQZn8xxBRsU6CQ,72,15
477,vYOtdnBm-45KQiiHj8jqaw,72,15
478,zsQk990PubOHjr1YcLkQFw,72,17
479,0xvdC8F0HmFpAFkJk6nXLg,72,15
480,NIOwzgujIXKVBEVNTQBXpg,72,15
481,_Kd0kQ8RF70hJ1ykLqCRyQ,72,13
482,-LzUYsR54hd8cCiYXTquRA,72,15
483,Er8DpPwf_lHHv64ncWhD8g,72,13
484,bzI2YREsxDomhVvvaZmcSw,72,15
485,l3joBBpkq0ib11dKUpKMAw,71,15
486,3Jq5LfJ5fmJ5KmuA6VHmzw,71,15
487,9XelmxS5q9tv7uClvjGqMg,71,15
488,dxeu5YQIzw0jOp1cSVkimg,71,15
489,iIwKW2cBAxjElE8eUzjwqA,71,15
490,5Lcit9Zt6TF9bmKoFMhF0g,71,15
491,4mb32UmQULqg7IMck28vog,71,15
492,MwCai0x6GILtK4KkwufZig,71,4
493,N7yuiiu8jhQ-Fl9Npflreg,70,8
494,0InA3Ffj8MxyQV9hgsyYcQ,70,16
