source_name,review_date,critic_name,review_detail
Madison Movie," October 5, 2016",Rob Thomas," This is autobiography in its truest form, a visual document of choices made and chances taken, and missed. It's wonderful."
San Francisco Examiner," September 30, 2016",Anita Katz," Small and experimental, but engrossing and enlightening, it's truly a one-of-a-kind documentary."
SF Weekly," September 28, 2016",Sherilyn Connelly," The challenging, deeply artistic Cameraperson is also exactly that kind of documentary that would be appropriate for a festival celebrating arthouse theaters."
San Francisco Chronicle," September 28, 2016",Mick LaSalle," ""Cameraperson"" is a documentary unlike any other."
Los Angeles Times," September 22, 2016",Justin Chang, Enigmatic yet revelatory ...
Film Experience," September 17, 2016",Glenn Dunks," Cameraperson is without a doubt the best documentary of 2016, and just maybe the best film of the year, period."
Boston Globe," September 15, 2016",Mark Feeney," Throughout there is an awareness of a distinct sensibility behind the camera: humane, engaged, unfailingly curious."
Movie Mezzanine," September 9, 2016",Mallory Andrews," It's a sublime experience, one not to be missed on the big screen."
Christian Science Monitor," September 9, 2016",Peter Rainer," The linkages between these mostly brief snippets is somewhat haphazard, but, given the waywardness of her travels, that's appropriate."
Spirituality and Practice," September 9, 2016",Frederic and Mary Ann Brussat, Vivid and memorable images from the career of documentary cinematography Kirsten Johnson.
Reeling Reviews," September 9, 2016",Laura Clifford," This is one of the most innovative documentaries out there, an existential collage of memories astutely edited to reveal several themes."
RogerEbert.com," September 9, 2016",Matt Zoller Seitz," One of the most original, challenging and sometimes infuriating documentaries of recent times."
Christianity Today," January 6, 2017",Jeffrey Overstreet, This is poetic cinema par excellence.
San Diego Reader," January 6, 2017",Matthew Lickona," Put briefly, [Johnson] earns her juxtapositions of wildflowers and barbed wire."
Arizona Republic," January 5, 2017",Bill Goodykoontz," ""Cameraperson"" shows us the power of image as a tool of recording life, but also finds reasons that even in the worst situations, it's still worth living."
Film Inquiry," January 4, 2017",Benjamin Wang," By presenting the unpredictable, the horrifying, and the hopeful through the eyes of a person who never appears on screen, Cameraperson never trivializes."
Antagony & Ecstasy," January 4, 2017",Tim Brayton," A tribute to what happens in front of the camera, how it is captured, and the eternal present of cinema."
Ozus' World Movie Reviews," January 4, 2017",Dennis Schwartz, The images leave powerful impressions of the modern world in flux and filled with angst.
Village Voice," December 28, 2016",Bilge Ebiri," Cameraperson draws our attention not just to what we're seeing, but to how we're seeing it. It encourages us to wonder how a camera operator negotiates personal space in tense, intimate, emotionally fraught situations."
CineVue," December 28, 2016",Ben Nicholson," Johnson is pushing the audience to see these images as a dialogue between herself and these subjects, both in the frame of her representation of them and their impact on her."
Film Comment Magazine," December 28, 2016",Michael Koresky, A labor of love of the highest order.
indieWire," December 28, 2016",Eric Kohn," Though much of the material in Cameraperson is old, Johnson has undeniably created something new."
POV Magazine," December 28, 2016",Jason Gorber," Cameraperson is an entertaining, engaging work, which is surely one of the finest non-fiction films of the year."
Globe and Mail," December 16, 2016",John Semley, Cameraperson is not merely a grab bag of images. It pulls double duty as a theoretical essay on the cinematic apparatus itself.
Toronto Star," December 15, 2016",Peter Howell, Cameraperson summons us to really think about a world that is more connected than we may realize.
Screen International," December 15, 2016",Sarah Ward," Blends personal reflection with a portrait of observational documentary film-making in practice, one striking image and revealing interview at a time."
NOW Toronto," December 14, 2016",Norman Wilner," A graceful, deeply affecting work produced in an entirely original manner, it's one of the year's best films."
LarsenOnFilm," November 16, 2016",Josh Larsen, An intensely moving and provocatively personal consideration of what it means to carry a camera.
Mark Reviews Movies," October 21, 2016",Mark Dujsik," It is defiantly [director Kirsten Johnson's] film, her testament, and her way of looking at the world."
Newcity," October 20, 2016",Ray Pride," singularly lived-in and reflected-upon essay film draws upon her 25-year career as one of the major forces in American documentary. From shot to shot... one of the most engrossing and inventive movies of the year, if not one of the year's greatest."
Chicago Reader," October 20, 2016",J. R. Jones," Personal footage of Johnson's family and friends, woven into the documentary scenes, enhances the sense that any life is a series of amazements. "
Georgia Straight," October 20, 2016",Ken Eisner, It takes a while to adjust to the seemingly scattershot collection of people and places encountered in this unusually constructed and exceptionally powerful documentary.
