source_name,review_date,critic_name,review_detail
Philadelphia Inquirer," August 25, 2016",Tirdad Derakhshani," A deceptively simple, remarkably lean, and well-paced indie pic about the young Barack Obama's first date with the young first-lady-to-be Michelle Robinson."
Reeling Reviews," August 25, 2016",Laura Clifford," ...a delight from start to finish. As they begin to fall in love, so do we."
NPR," August 25, 2016",Andrew Lapin," Southside With You has a claim to relevance for anyone who was moved even a little bit by the inauguration, or, almost 20 years earlier, by Do the Right Thing."
Mark Reviews Movies," August 25, 2016",Mark Dujsik, The point is not what they will become but ... the specific connection between these two people at this particular moment in time.
Blu-ray.com," August 25, 2016",Brian Orndorf," Only a chosen few know how accurate the movie is, but to Tanne's credit, most of the effort feels like a documentary."
New York Post," August 25, 2016",Kyle Smith," The mollifying figure on display here bears little resemblance to the hyperpartisan president Obama turned out to be, but it's sweet to remember things could have been different."
One Guy's Opinion," August 25, 2016",Frank Swietek, Tanne's imagining of the first couple's first date should prove both sweet and surprisingly revealing.
Den of Geek," August 25, 2016",Don Kaye," [It's] breezy, warm and romantic, if ultimately somewhat slight. In other words, the complete opposite of the past eight years."
Boston Globe," August 25, 2016",Peter Keough," How pleasant to watch a subtle, sweet-natured romantic tale about Barack and Michelle Obama devoid of the partisan rancor and rhetoric of the ongoing presidential campaign."
Toronto Star," August 25, 2016",Linda Barnard," Tanne presents a Richard Linklater-style examination of a day and evening together, where two people in their 20s - she a lawyer at a downtown firm and he a summer associate at the same shop - slowly come to know each other."
Los Angeles Times," August 25, 2016",Kenneth Turan, A sweet date-night movie about a date that wasn't really a date. Until it was.
St. Paul Pioneer Press," August 25, 2016",Chris Hewitt (St. Paul)," Unlike the vast majority of supposed love stories, ""Southside With You"" is a romance that makes it clear why the lovers are falling for each other."
San Diego Reader," August 27, 2016",Matthew Lickona," President Obama's fans and haters alike will find something to enjoy in this slightly stilted yet oddly fascinating account of the Harvard law student's first date with Michelle Robinson, the woman who would eventually become his wife."
The Young Folks," August 26, 2016",Donald Strohman, Southside with You is unmistakably worthy of a second date.
L.A. Biz," August 26, 2016",Annlee Ellingson," A socially charged and robustly intellectual love story, but a love story nonetheless."
Arkansas Democrat-Gazette," August 26, 2016",Philip Martin, A sweet and minor bit of hagiography ...
People Magazine," August 26, 2016",Tom Gliatto," Sawyers is uncannily good as Obama while avoiding plain mimicry. He's the proverbial young man in a hurry, only too cool to let you see him sprint. Sumpter has the trickier, tougher role (the first lady probably knows the feeling). "
Screen It!," August 26, 2016",Jim Judy," The joy in experiencing the movie is simply watching two people getting to know each other, with all of the awkward moments, little sparks and such that occur on first dates. (Full Content Review for Parents - Profanity, etc. - also Available)"
HitFix," August 26, 2016",Drew McWeeny," Southside With You is quietly romantic, but more than that, it burns with a deep sense of optimism. "
Pajiba," August 26, 2016",Kristy Puchko," Southside with You stumbles like so many could-be great biopics, by being overly reverential to its subjects."
The Atlantic," August 26, 2016",David Sims," A gentle, rose-tinted piece of political nostalgia-one that glances at the divisions in American society, but still casts a optimistic view toward whatever's next."
SSG Syndicate," August 26, 2016",Susan Granger," Subtly sweet, a heartfelt date movie - aimed specifically at an audience that relishes fictionalized famous romances, like Jacqueline Bouvier/John Kennedy & Prince Charles/Diana Spencer. "
National Post," August 26, 2016",Chris Knight," Southside With You, while sweet and never less than reverent with its subjects, is hardly one of the great on-screen romances. It's also remarkably devoid of tension."
Boston Herald," August 26, 2016",Stephen Schaefer," Southside gives us the background and back stories of this bright, attractive, ambitious couple."
Cinemalogue.com," August 26, 2016",Todd Jorgenson, ... scores by keeping its focus simple and its ambitions modest.
"Deseret News, Salt Lake City"," August 26, 2016",Josh Terry," Southside With You is more than a carefree portrait of young love, but how much more may depend on your ability to keep your political perspectives at arm's length."
Slate," August 26, 2016",Dana Stevens," Though it's barely 84 minutes long, this buoyant yet reflective movie captures the ever-shifting mood of a daylong encounter that changed both its protagonists' lives."
Common Sense Media," August 26, 2016",S. Jhoanna Robledo," Witty, winning, but sometimes long-winded tale of love. "
Combustible Celluloid," August 26, 2016",Jeffrey M. Anderson, A surprisingly delightful little treat. 
"Capital Times (Madison, WI)"," August 26, 2016",Rob Thomas," One of the surprising strengths of writer-director Richard Tanne's delightful film is that it doesn't rely on our knowledge that, someday, these two twenty-somethings we're watching will become president and first lady. "
Globe and Mail," August 26, 2016",Barry Hertz, It's breezy and cute and will do absolutely nothing to sway anyone's politics. Which is exactly the point.
Detroit News," August 26, 2016",Adam Graham," ""Southside With You"" plays like ""Before Sunrise"" if those two characters had a really epic epilogue."
Total Film," September 27, 2016",Matt Maytum," First-time filmmaker Richard Tanne conjures an effective sense of time and place -- Chicago, 1989 -- and the leads are a real find, radiating authority, charm and chemistry. "
EntertainmentTell," September 27, 2016",Stephen Silver," A charming, cute, partially fictionalized dramatization of the Obamas' first date- but the film's centerpiece scene fails (Splice Today) "
Little White Lies," September 27, 2016",Matthew Eng," Stumbles occasionally, but still manages to cast a hushed spell that never entirely fades."
Time Out," September 26, 2016",Dave Calhoun," A small, successful sketch of now-great lives."
HeyUGuys," September 26, 2016",Stefan Pape," It's of great commendation to all involved that we're dealing with a film presented as a 'will they-won't they' where you know fully well they will, and yet it matters little."
PopMatters," September 9, 2016",Argun Ulgen," Southside With You transcends ""date"" film terrain to a nuanced character study of the onset of the United States' future presidential family."
"Commercial Appeal (Memphis, TN)"," September 8, 2016",John Beifuss," They attend 'Do the Right Thing,' and Spike Lee's provocative movie mirrors, in expressionistic fashion, the hours-long debate over racial identity, social responsibility and ""Afrocentric"" art that runs through Barack and Michelle's day together."
Cinemixtape," September 3, 2016",J. Olson," A tremendous walk-and-talk romance that would work just fine devoid of context. But it's that context that puts it over the top - into ""best of the year"" territory."
Flavorwire," September 3, 2016",Jason Bailey," In the closing months of their terms, Bush got a 'Nixon,' and Obama got a 'Before Sunrise.'"
Washington Free Beacon," September 2, 2016",Sonny Bunch, Hagiographic retelling of Obama's first date likely to disappoint those uninitiated into his cult of personality.
Chicago Reader," September 1, 2016",Leah Pickett," Southside With You showcases a city as photogenic, dynamic, and charming as the lovers themselves."
Fort Worth Weekly," September 1, 2016",Kristian M. Lin," In our present climate, it's as welcome as a scoop of ice cream on a hot summer day."
NUVO Newsweekly," September 1, 2016",Edward Johnson-Ott," Southside With You isn't just a crystal ball look at history in the making. It's fun to peek into the past and figure out how Barack and Michelle became who they are today, but these characters also exude a timeless, universal appeal."
Newsweek," August 31, 2016",Zach Schonfeld, This is a small-scale romance with small ambitions but fairly big heart.
Willamette Week," August 31, 2016",Lauren Terry," Tanne focuses on showing who they are, not telling us through wordy dialogue. By filling in the blanks with the political landscape, the scope of this one date night broadens to capture the spirit of Chicago in the summer of 1989."
EricDSnider.com," August 30, 2016",Eric D. Snider," Though often charming and clearly well-intentioned, it feels a bit awkward."
We Got This Covered," August 30, 2016",Bernard Boo, Southside With You is a sweet date movie that serves as an unexpected respite from the current firestorm of political absurdity.
"Journal and Courier (Lafayette, IN)"," August 29, 2016",Bob Bloom," Writer-director Richard Tanne, at times, creates banter between the pair worthy of a Spencer Tracy-Katharine Hepburn exchange."
National Review," August 29, 2016",Armond White," Tanne's on-screen myth-making is a bland cocktail of race, class, and super-chaste sexuality, going so far past Authorized Flattery that it resembles a hustle."
The Patriot Ledger," August 27, 2016",Al Alexander," If you can set politics aside for 80 delightful minutes, even the staunchest Republicans will swoon over ""Southside with You."" "
