Condition,Rating,Review
Obesity,10,"""I was prescribed Topmax for migraines but I have had weight loss being on it. I take 50mg twice a day. I had the same problem with the pop it tasted flat (Still have). I had (have) the tingling in certain body parts and the tired feeling at first. I started taking them July 2015 and by January 2016 I have lost 40lbs. I was 190 and am now 147 and going down every day! The only thing that I have changed is I drink water. I eat whatever I want some days I eat more some days less. I used to go through a 12 pack of Mt Dew a day. It was hard at first but I honestly don't mind now. Because when I look in that mirror every morning its worth drinking that bottle of water."""
Migraine Prevention,10,"""I have suffered with migraines from the age of 13. I used to get them as often as once a week lasting anywhere from three to five days. I have tried so many other medications to attempt to prevent my monster migraines but nothing worked. Been to chiropractors and tried massage therapy.  Countless visits to the ER and walk in clinics for injections of Demerol and Phenergan. Then I began seeing this new neurologist and he started me on Trokendi XR. I have been on it for 3 months and only experienced just one migraine which was my fault, I ate too much chocolate during the holidays, other than that Finally relief! For me Trokendi XR has been an answered prayer. Have not noticed any major side effects yet I take it at night, a little drowsiness."""
Bipolar Disorder,10,"""Put simply, this stuff saved my life. I've been on nine meds to treat my suicidality associated with my ultra-ultra rapid cycling bipolar ii. the AAPS gave me tremors, seroquel made me a zombie, lithium made me suicidal, lamictal and saphris aggrivated my bulimia. My doc didn't want to use antidepressants for fear of driving me into mania. We thought we were out of options. I stumbled on topamax while looking at an NIH research study. I suggested it to my doc. he said, why the hell not? In three days my suicidality was gone, and I barely cycle at all any more. THIS IS A MIRACLE DRUG."""
Migraine Prevention,10,"""helps me to sleep and a lot less head akes"""
Migraine Prevention,10,"""I fell four feet backwards off of a straight truck and whacked the back if my head off of a concrete parking lot and gave my self a concussion. Long story short, I have had a rough go at the post concussion symptoms and the migraine/cluster like headaches have played a MAJOR role. Theres days where I just lay around in the dark and do nothing. The pounding just takes over and that's all that matters. You are not even you anymore. I was prescribed Topamax on Nov.18th and started one week on 25mg. Nothing changed. Then two weeks on 50mg, again nothing changed. This is my third week on 100mg and I am FINALLY migraine free. The side effects do wear off after time. You just have to give this medicine time. Worth it."""
Obesity,10,"""Excellent!  My doctor has combined this with Phentermine and I average a healthy 1.75 lbs of weight loss per week without excercise (due to pulled hamstrings).  I do not take the Phentermine full dose, nor do I take it every day.  My doctor follows me closely and I pay close attention to how I feel and go by instinct.  My overall health and well being is more important than losing weight.  I am very cautious and choose the right foods e.g., protiens, green veggies, lots of water, fruits and fiber.  I am sure to get proper rest to stay mentally sound.  Losing weight is good for me, but is taxing on my body and I am going to do what I have to in order to develop healthy long term habits (which take at least 30 days to develop)."""
Trigeminal Neuralgia,10,"""Works well with combine with medical Marijuana. I take them at night 2 in the morning. It let's me be able to sleeps at night. I wasn't able to lay down after a fail MVD operations. Since I started the Brand name topomax it help me a great deal."""
Migraine Prevention,10,"""I am 19 year old active kid that exercises 4-6 times a week and suddenly after years of working out some migraines began in the gym that didn't go away for 3 months. All day everyday, constant migraines. I had to stop working out, got fat and lost all my gains. I started 25 mg topamax at the same time with chiropractic care  (found in neck x-ray abnormal lordotic curve) and started treatment every week. A week later of both of these combined, the migraines are finally gone! but my head still throbs except with no pain.. I am just happy I can finally exercise again, and stop hating life. (Got CT Scan and MRI of head before X-ray of neck, was clear {checked neck because it got stiffer a month into migraines} ) NO SIDE EFFECTS! :-)"""
Obesity,10,"""I was prescribed topiramate for daily post-concussive headaches, and I also needed to lose weight.  The first three weeks were really rough, and I was unsure if I could take this medicine long-term.  I started off with 25mg the first week, 50mg the second, 75mg the third, then 100mg as my permanent dose.  I took it before bedtime as instructed, but I had next day drowsiness so bad that for three weeks I felt like I was going to face plant at any moment.  Also, the nausea was so bad that I barely ate.  Thankfully, both of these side effects stopped after about 3 weeks as did most of my headaches.  I've also lost 22 lbs in 2 months.  The best part is that it has given me control back in that I eat smart and don't have unhealthy cravings."""
Obesity,10,"""Before Topamax I used to suffer from chronic migraines I mean 3-4 migraines a week. Been on Topamax for nearly 3 weeks, day one 25mg instant appetite suppressant loss 18.7lbs in 2wks! Inches everywhere, food taste good just eat very little of i.t I'm never ever hungry but I enjoy cooking! I have energy, not bogged down with lots of medicines anymore and not one full migraine! I'm excited to lose weight it's actually very easy to eat healthy. Its all you crave and I was a sweet addict. No ugly side effects as described, not on this dosage. So I hope this has helped someone."""
Bipolar Disorder,10,"""This pretty much saved my life. I've been on EVERYTHING (or so it seems) for major depressive disorder and when I was about 32 something wasn't adding up and I was diagnosed BP2. I tried Lamictal and I couldn't handle the headaches. The other BP medications all seem to cause weight gain so I'd stop taking them. I got a new doctor who said if I tried lithium she would give me a little Topiramate to help offset the hunger the lithium caused. Well, the topiramate seemed to help the BP2. So I've slowly worked up to 150/day topiramate along with wellbutrin and Lexapro. It's a GODSEND. 
Side effects: when titrating up at any point, tingly fingers or feet for a week but then goes away. Take at night because can make you sleepy. Hope FDA approves!"""
Migraine Prevention,10,"""I've read many of the poor reviews, and wonder how many refer to the generic version of Topamax. I can't use the generic version - it simply doesn't work for me, and I do recall more side effects. However, the brand name drug has been a lifesaver for me. I suffered with chronic daily migraine for over a decade before being placed on Topamax, and NO other drug helped. I was on beta blockers, calcium channel blockers, every medication for seizure disorders, and talk about side effects! They were horrific! I could barely function at work, missed lots of time, and essentially had no life. Topamax has made a major difference. I now have many fewer migraines, rarely contend with chronic daily migraine, and I've experienced no major side effects"""
Bipolar Disorder,10,"""This is a fantastic medication.  The day I was prescribed it and started taking it was nothing short of a miracle.  I had never heard of anything like it before.  I had been on and off trials of anti-depressants like Zoloft, Wellbutrin, Zypreza, etc for years and none of them did anything for me.  This was an entirely different class of medication and the new psychopharmacologist I had told me so before he gave it to me.  When it kicked in after several weeks I literally felt it one day while riding the bus.  I was trying to have one of those negative, anxiety-ridden feelings and a flush just came over me that downgraded that sensation.  The only drawback is that this medication completely stopped working for me after one and a half years."""
Migraine Prevention,10,"""I've suffered from chronic headaches/ migraines all my life and now being that I have finished  high school and moved to university the headaches would cause me to loose focus in university work. When my grades started to decrease I knew I had to do something about it. The doctors prescribed me Topamax (Topiramate). I've been taking this medication for about a year and I absolutely love it! Now I only get headaches once or twice a week, instead of every day. This medication helped turn dark, painful days to luminous ones!"""
Obesity,10,"""I been on this for med approximately half a month. I actually suffer from Bipolar and Depression also PTSD. Recently after I retired from fighting mixed martial arts and had knee surgery I was more depressed I gained weight. I am a big guy anyway. Normal for me is 6 ft 6 260 lbs. I got up to 340 and was like ok this is enough.

I started my vegan diet I did back when I fought mma went to the doctor I was down 10 lbs. I needed new med so she put me on the topomax. From day 1 zero appetite none whatsoever. Like I have to make an effort to eat.
When I do eat it is just cut up raw veggies in a bowl of vinegar that is it for the  day. Now I am on top of my supplements so my body has what it needs. I'm shredding lbs like mad"""
Obesity,10,"""Ok so I am going on my third week of topamax I have seizures uncontrollably migraines and obesity so let me begin with saying this I have noticed a significant change in my body as far as the weight loss goes 6pds since I have been on it and still loosing however I have lost my appetite I have no desire to eat I may eat one time a day that's the only downside I have noticed a change in carbonated drinks they don't taste the same anymore I am currently coming off tegortol which was only treating my seizures and I was gaining so much weight so I'm thankful that topamax is working for me and i only have to take one pill a day to treat all my ailments"""
Obesity,10,"""I have struggled for years with what I thought was just a problem with controlling my hunger, I would never eat around anyone and then once everyone was asleep I was starved. I finally seen a psychiatrist for my ADD symptoms and while he was modifying my medication he diagnosed me with binge eating disorder. To my surprise he was right. I had no control. I had always bounced on diets. He started me on Topamax 25mg and I knew instantly it will work. It has a calming affect. I feel so full and I am going to bed without eating for the first time in years. I am very thankful. Not every medication is for everyone.  I am pleased with this one so far."""
Migraine Prevention,10,"""I got migraines nearly everyday for around 6 months, I tried lots of different drugs, monitoring blood sugars and cutting out certain foods. One day I was prescribed this to take twice a day. I read lots of reviews about side effects the only ones i got were tingly hands/feet and for diarrhea. But I could cope with that and have not had a Migraine ever since best thing I was prescribed and would recommend."""
Bipolar Disorder,10,"""I have been off and on Topamax for about 5 years now and I must say that it works better for bipolar mood stabilization than any other one out there. The one thing I love the most about this medicine is that it is helping me lose weight. They need to put in the time to verify that this drug is in fact a mood stabilizer because it certainly does help with bipolar disorder."""
Migraine Prevention,10,"""I did not even know how bad my headache was for years and the ringing in my ears, I've started Topomax recently and I never realized how much pain I was in until the headache and the ringing was finally totally gone, I drink lots of water and less caffeine to prevent kidney stones. I have never had one but that was the only side effect that I'm worried about. I feel like a new person."""
Migraine Prevention,10,"""I too had migraine headaches since a teenager. I would leave work vomiting and have to stay in bed, pillow over the head for 3 days (monthly). Back then, nurses couldn't ask for medication for headaches we would be considered 'seekers'. Phenergan was a God send then. When Imitrex came out I thought I found the Holy Grail. Topamax has beat it. NO Headaches, I have my life back. Thank You Pharmacologists, Researchers, Chemical Engineers...
BETTER LIVING THROUGH CHEMISTRY!!"""
Obesity,10,"""I am on day 4 now and I am pretty spacey.  I feel like I have smoked weed honestly. However, I started at 277 and I am at 272 this morning. I am taking 50 mg twice a day. So I think what I will do since I have to work is cut them in have and do half in the morning half at lunch half at dinner and half at bed time so its not so crazy. Lol. It does cause slight memory loss and a little tingly feeling but its not unbearable. I have noticed I do not want any sweets. I crave fruit. And veggies. Or nothing. I had 36 cookies on my desk Friday and didn't eat one of them... This is very worth it. And the side effects do wear off after a while. Thats how I know its time to take another half. I will update later. Yay I extremely happy!!"""
Obesity,10,"""Lost 50 pounds"""
Fibromyalgia,10,"""I was put on Topamax 2 months ago after a serious car accident that left me in a flare up of my fibromyalgia. I have not reacted well to medications in the past and have had serious reactions which lead to serious consequences to the other meds I was on. Topamax has been the only medication that I have been able to tolerate well. It does take a while for it to start working though and I have had a few side effects but none that I'm not willing to put up with and 2 of them have gone away since I have started the Topamax."""
Obesity,10,"""Was given this due to daily headaches. I'm not one to take pills so I started slow. One morning and one at night. Stayed like that for two weeks. I started exercising around that time also but only about 3times weekly and dieting pretty well but lost quite a bit of my appetite. I weighed myself and after two weeks I'm down 15 pounds. I ate allot of yogurt and drank allot of coffee and water. That's all. I can't believe it was from this pill. I'm More motivated then I ever was! Starting weight was 189. Now I'm down to 174"""
Bipolar Disorder,10,"""Great and also losing the weight from the previous medicines I was on. Love it."""
Migraine Prevention,10,"""I have used Topamax off and on for the past 5 years. Off (due to pregnancies.) I am once again on and love the drug. Although the side effects are something to get used to, tingling in the hands, etc., those can be corrected with the correct dosage. The best side effect is the weight loss which certainly helps. My migraines have completely gone away. I have been a migraine sufferer since I was 5 years old (some 27 years). Topamax is a wonder drug!!"""
Obesity,10,"""I've been taking 25mg daily for the past 5 days and already lost 3.8kg or 8.3lbs. It's also been acting as a great mood stabiliser which is awesome because I have bipolar and Seroquel alone wasn't doing enough. Very happy with Topamax so far."""
Bipolar Disorder,10,"""I was on Lithium Carbonate for 15 years and  never felt like a ""normal"" human being. I felt like a zombie. When I was told by a new psychiatrist to pick out a new medicine for my bipolar illness, I chose Topamax even though it is an off-label treatment for bipolar disorder, it seemed to have the least amount of side affects and I feel WHOLE again. I have been on Topamax for 15 years (I think) and the only adverse effect I have is decreased sweating in hot weather."""
Obesity,10,"""Day 6 14 pounds lost. !! I haven't put exercise in yet. I take 25 mg 2x a day ."""
Seizure Prevention,10,"""I found this drug to be very effective to control my seizures. Before taking Topirimate, my seizures were uncontrollable. I would get 3-5 seizures per week. Not including the amount of injuries I sustained- fortunately, nothing serious, just bumps on the head and sprained ankles from falling over. But I've been so lucky. 

I've also lost weight. Amazing. I've wanted to lose weight for a while now. I've lost about 2 stone. But unfortunately the appetite suppressant within the Topiramate has ceased. It doesn't last very long. My appetite has come back :-( 

But the seizures have been greatly reduced. Which is the main thing, which I'm very happy about."""
Migraine Prevention,10,"""I weighed 268 pounds when I started out on Topamax about 12 years ago. I was put on them due to Cluster Migraines A/K/A Suicide Headaches. The level of pain I suffered daily was unbearable. Topamax was fabulous. In small doses, which have been increased to 200mg, 2Xdaily, they (along with other meds) saved my life.

My weightloss?? Hold your hats, people! I've lost a person!! I weigh exactly 120lbs, am 5'8"" & very active when I can be. I've lost 148lbs total. MORE THAN ENOUGH! So, how do I stop losing? THAT is the question."""
Bipolar Disorder,10,"""Following on from previous comment, I forgot to mention this medication is working wonders for my alcohol dependency. I used to drink an entire bottle of wine a night, now I have one or two very small glasses! It's incredible for someone with a long documented history of alcohol abuse. Marvellous stuff!"""
Migraine Prevention,10,"""I delt with migraines for so many years that I can not even remember. Due to the cost of Topamax at one point I quit taking it. I am back on it now. It is a life saver for me. I have had some of the side effects, weight loss, tingling finger, cold feet, taste change, etc. but they are all worth it not to have the life stopping migraines anymore. Once the dosage is regulated it is wonderful. I have probably had 2 migraines in the past year and neither have been untolerable."""
Migraine Prevention,10,"""Began taking Topamax in 2006. Before starting on Topamax migraines were lasting 4-5 days after onset; and frequency of approximately 3 times per month. I experienced some diarrhea which subsided after breaking dosage up throughout the day (200mg daily). Additionally, I have experienced weight loss (a significant amount 50lbs) I could not afford to lose. However, the weight loss has subsided as well. Upon beginning the medication I had trouble with recalling words and memory loss. At this juncture the side effects have since passed and so have the migraines. I experience 1-2 migraines quarterly. Topamax has been a life-saver for me. I had tried many other migraine preventatives to no avail."""
Bipolar Disorder,10,"""I have been taking it for mood and it works wonders! Mood is stable with only one side affect."""
Diabetic Peripheral Neuropathy,10,"""I was diagnosed with trauma induced neuropathy in my left heel following an injury that became infected, developed cellulitis and an ulcer. It took 2 months of intensive treatment for my foot to heal but about 3 weeks after I returned to work, I started experiencing sharp, electrical type pain in my heel. It was excruciating. My doctor prescribed Neurontin at first but I was not able to tolerate it. I was switched to Topamax and within a day, I had full relief and since then, I have been pain free. Yes, I am a juvenile diabetic but I had never had problems with my feet until this happened. The neuropathy is confined to my left heel only. Topamax is the best. The side effects are minimal but even if they weren't, it's worth it to be pain free."""
Migraine Prevention,10,"""I've had migraines since kindergarten. They have become increasingly debilitating in adulthood and sometimes I would average 15 headaches per month! My life revolved around my migraines. I tried everything to stop them. When my doctor talked to me about Topomax, I was thrilled. It took me two years to get to a dosage that managed the headaches and auras but now the only time I get a migraine, it's weather related. I use Relpax to relieve it.  Topomax has been a God send for me!"""
Migraine Prevention,10,"""I have been migraine free for 6 months (previously I had 3-4 migraines per month).  I also lost 25lbs and look great."""
Obesity,10,"""I only took 1 pill 50 mg Sat. night for back pain and I have eaten 4 crackers and 1/4 c of chicken broth and it's Monday. I don't know whenever I have been so sick at my stomach but I will never ever take this pill again. Ever!"""
Obesity,10,"""I have taken topiramate since June 23, 2015 for weight lose and to help with my type 2 diabetes, I have now lost 25 lbs as of Oct 15 I have also joined Weight Watchers in August because I found that the pills alone were not a miracle pill they do help with not having the carb cravings but you do need to eat well to lose weight. I currently take 50mg in the morning and 50mg at dinner time and do not see any side affects.  At first I did have the tingling in the hands and feet but after a few weeks that went away. I plan on staying on it and staying with the weight watchers and hopefully making my goal weight for the first time I am 50 years old and have been overweight since age 20"""
Obesity,10,"""Started at 25mg twice a day, then 50mg twice a day.  Definitely helps my appetite!   Easily drop 10 pounds a month when I behave myself and have lost 80pounds so far.  When I went to 75mg twice a day I started feeling in a fog and definitely getting a bit zombie so I dialed it back to 50 twice a day and am carrying on.  I started at 404 and am currently at 315.  I would imagine like anything,  you have to work with it but I am thrilled!  STILL a long ways to go, but I got a good start!  I like it!"""
Bipolar Disorder,10,"""I'm ultra-ultra rapid cycling bipolar II and bul. been thru 6 mood stabilizers / APs / AAPs. My experience on those was disastrous.Lithium made me more suicidal, lamictal made me binge, destroyed my memory, didn't help my mood, seroquel put 20 #s on me and made me a zombie, didn't help my mood, latuda and abilify made me shake. I was terrified of weight gain on depakote/valproate/risperdal. I was at my wit's end, suicidal, and terrified that I wasn't going to live to my 33rd birthday, then I found NIH considers Topamax to be a mood stabilizer so I asked my pdoc about it. Within a week at 50 mgs I had a full day where I didn't cycle at all. I woke up feeling okay and stayed that way all day. I didn't cycle at all. Things are looking good!"""
Migraine Prevention,10,"""I have been using Topamax for 1 year and I have not had a migraine in a year.  Before taking Topamax I was in bed for 9 months with a migraine headache."""
Migraine Prevention,10,"""After 8 years, five different doctors, and just about every possible prescription and home remedy, I finally found something that works.  I have been taking Topamax for five months and love it.  The only side effects have been a change in my taste buds and the tingling sensation.  My doctor wanted to increase the dosage.  However, after reading about the drug, I think the severities of the side effects are directly related to the dosages.  My dosage is 25 mg twice daily and sometimes I only take it one a day.  For those who are still suffering, I am sorry.  Don’t give up hope.  Something has to work and until then try the pain medication."""
Bipolar Disorder,10,"""I recently went back to the dr. for antidepressants. She wanted to put me on a mood stabalizer. Most of those cause weight gain so i said not if its going to make me huge. She gave Topamax. Said I will lose weight. Within about 6 months none of my clothes fit so I weighed myself. I was shocked I had gotten back down to numbers I haven't seen since I was a teen. 119-123. I'm 5'2"" so to me that's perfect. Food is never on my mind unless my stomach starts growling. I forget to eat. This drug is great for people who have problems with weight. I don't get any other side effects. It doesn't make me a zombie. I take 50mg near bed time. I know it's  for seizures & migraine. Sometimes mood. NEEDS TO BE FOR WEIGHT LOSS TOO. highly recommended!!"""
Obesity,10,"""When I first started taking Topamax it was prescribed to me for the prevention of migraine headaches. A couple of years later I now take 200mg in the morning and 200mg at bedtime and since February I have lost 51 lbs... 282 down to 232 and still loosing more!!!!"""
Migraine Prevention,10,"""I have been on Topamax now for 2 years. I reached a breaking point where I almost lost my job because I was calling out of work so much with 3-4 (sometimes 5) migraines a week. I was initially annoyed because I wanted it to work immediately, but I still had migraines. You have to titrate the dose up 25 mg a week. I initially went up to the recommended 100 mg, but I hated the ""loss of words"" feeling I had, and found that I had about 1-2 migraines a month. So I decided to go back to 75 mg and see what happened. I had less loss of words and finger tingling, and yet my amount of migraines stayed at 1-2/month. This has been a lifesaver for me. I don't know what I would do without it."""
Bipolar Disorder,10,"""I have been diagnosed with anxiety for over 10 years taking Lexapro and with Bipolar for 3 months and have been on Topamax. I love it. Have lost weight and feel great."""
Migraine Prevention,10,"""After menopause, migraines soared to three per week. Top ax 50 mgs daily has been a miracle drug. Not one headache in 18 months. One side effect is dry eyes and dry mouth. Easy to live with that in lieu of disabling migraines that eroded my life."""
Migraine Prevention,10,"""I've been on Topamax for a month for basilar- type migraines which cause vertigo and headaches. Since being on 50mg of Topamax I've had 1 vertigo migraine attack when I had been getting them 5 days a week. This MEDICINE has made a huge difference for me. I also have noticed I have more energy and I'm just happier in general. I've lost some weight as well. I'm really happy I've found medication that works for me. I had some side effects like feeling out of it and tiredness for the first 2 weeks."""
Seizure Prevention,10,"""I have been on Topamax for about 4 years. I have a brain tumor and migraines with seizures. I was on Divalproax and had gained weight (178lbs). I am 5'3"". When my doctor put me on Topamax, my hands and feet tingled, everything tasted like metal, for about a month or so I also felt like I was on ""speed"". After the first month or so and some dosage alterations, I am very happy. No seizures, headaches gone, I am now a size 3, yeah, and will be very upset if someone takes my Topamax away."""
Fibromyalgia,10,"""Worked like a dream! I went off of it because I didn't like some of the side effects, and my Fibro symptoms came back with a vengeance, crippling pain... bedridden most of the time, etc.  I'm going back on next week. If you take this drug DO drink a lot of water as instructed to avoid kidney stones. I didn't drink hardly any water and got a stone. Also, I didn't have ins when on it so had to get a card from manufacturer (free). As for effectiveness.. it worked for me!"""
Migraine Prevention,10,"""Topamax is by far the best migraine preventative I have ever tried. I take 100mg at night and have even been on 200mg - 1 100mg in the AM and 1 100mg in the PM. My neurologist and I discussed Topamax and figured it was worth a shot since my chronic, daily migraines were uncontrollable and I was getting Imitrex injections almost every week and could no longer take Toradol. Unlike other people, I have very few side effects. I weaned off Topamax once to try Gabapentin but it by itself wasn't enough and my migraines returned full force. Very few side effects: trouble finding words, thirst, and weight lose (not that I mind). Topamax is a wonderful drug and a LIFESAVER. It and my Gabapentin together is my divine combo!"""
Migraine Prevention,10,"""I started Topamax in 2005. Doctor said he was going to kill three birds with one stone; migraines, fibromyalgia, and weight. Started on 25mg a day for the first week, 50 the next, then 75 and at a month I was at 100mg. Every week I had different side effects. I would talk funny, not be able to walk, tingly feeling in my extremities, and soda started tasting DISGUSTING! By the end of two months most of the side effects had gone. A few things to mention though; you WILL be thirsty all the time; my suggestion is to carry a bottle of water with you at ALL times. You will NOT sweat; make sure you keep cool. And I lost 76lbs in 6 mo! Looking better than ever, and kept it off for 6 years now! Good luck to you all, stick to it and it will work for you."""
Migraine Prevention,10,"""Topiramate has been my saving grace. I've suffered from migraines for as long as I can remember, since before age 5. I had one or more everyday and nothing would get of them. I had gone to the neurologist and even given up gluten. After trying topiramate for only a few days my life had changed drastically, I almost never get migraines and if I do they are very very minor and nothing a dose of Excedrin can't fix."""
Bipolar Disorder,10,"""It helps a lot"""
