Condition,Rating,Review
Peripheral Neuropathy,10,"""I have Multiple Sclerosis and all that comes with it. After some years of easy going I suddenly found my feet would feel like they were on fire so I arranged an appointment with my Neurologist at the local MS clinic and was prescribed Gabapentin 5% in Lipoderm. This is a creamy compound the chemist has to make each refill order and it does take a couple days notice. Anyway, the very first time I applied the lotion to the feet the pain, which was so severe I would cry in agony, dissipated rapidly and was gone within 15 minutes. I use 
1 ML twice a day to the feet and am pain free. I can not say it does anything to the numbness of the toes and bottom of feet but there is no pain to that so it is not a problem."""
Migraine,10,"""Got botox and been through all the meds for 8 yrs, finally got the nerve decompression surgery and thought I was well on my way then WHAM hit with a massive migraine with vertigo was horrible lasted for weeks then Dr gave me Neurontin and WHAM it pulled me right out of my migraine!!!!!! so I'm confident now, hoping for great results."""
Restless Legs Syndrome,10,"""I had bad rls. It went up my arms and down my legs .I am on lamictal 300mg once a day and trazodone 50mg at night. The trazodone seemed to make it worse.  Mirapex did nothing to help the restlessness .  As soon as I was prescribed neurontin, I felt better. 300mg x5 a day.  I would recommend this drug for anyone with rls."""
Bipolar Disorder,10,"""Neurontin has been a life saver for me. I've been taking it for 8 years since my first time I was in a drug rehab center. My doctor started giving me neurontin as a mood stabilizer and said that it helps with opioid and heroin withdrawal symptoms. And he was absolutely right. I have been on so many medications and neurontin is definitely the best med I have taken for my symptoms. I recommend this to anyone who has the problem tht I do."""
Postherpetic Neuralgia,10,"""I was first given Neurontin for the shingles, for a few days nothing helped the pain of the shingles, most painful thing I have ever had. After about a week I started feeling better, was sleeping all night and now I have no pain. Even though I still have the shingles best medicine for pain I have ever taken."""
Diabetic Peripheral Neuropathy,10,"""I had two major surgeries last year. A total hip and a total knee  while in rehab for the total knee. I started experiencing diabetic neuropathy. The doctor gave me 900 mgs daily for it. I can tell you it was a great improvement and was very pleased. The 1st of the year I tried a herbal medicine and it didn't work.  I did give it a month. I am now back on the gabapentin. I am so thankful for it, never will I go without it."""
Anxiety,10,"""I am 42 yes old and have had social anxiety my whole life. It's been hard to deal with. I became an addict because I couldn't cope. After serving in the military I went to the VA for help. I was on so many medicines I can't remember them all. Gabapentin has changed my life. Been completely clean for years and no anxiety."""
Migraine,10,"""I read the other comments and decided to try it.  It was wonderful! I've been using Neurontin for nerve pain down my leg for 3 months. It's great to know it serves more than one purpose.  Thanks everyone."""
Anxiety,10,"""When my doctor first prescribed gabapentin, normally a seizure medicine, for my anxiety, I was a little confused. She explained to me that if you look at 2 brain scans, one patient with seizures, and one with anxiety, the damage in their brain is very similar.

Within a week, I was able to feel a dramatic difference with my anxiety. Within a month, I truly felt ""normal"" again. I LOVE what this medication does for me, and it's made a huge impact on my daily life. 

I take one 300mg tablet in the morning, and two at night, and I have a very mild twitch that it's also helped to relieve as an extra plus."""
Peripheral Neuropathy,10,"""I have a c6-c7 compressed disk that has been causing severe arm pain.  The pain medicines didn't help at all but after being prescribed gabapentin the pain has completely dissappeared."""
Anxiety,10,"""I have just recently started taking this medicine and my anxiety has vanished. I have even tried to make myself anxious and it will not happen. I am satisfied so far. """
Bipolar Disorder,10,"""I have a diagnosis of Bipolar 1 spectrum that has been classified as treatment resistant as no meds have allowed for me to have much success without dire side effects or polarizing symptoms. I was put on 100mg. 3 times a day. After 4 years of major rapid cycling mood symptoms Gabapentin worked immediately with no side effects. Its so strange to wake up feeling great and to go to sleep at night feeling great. I even have made many new friends and had several job offers since I started this miracle drug. No depression or mania for 2 weeks. So incredibly grateful"""
Vulvodynia,10,"""I started using Neurontin this summer. I was not able to function when my vulvodynia flared up, so many hours and days were spent lying on the couch in pain. Neurontin kicks in pretty fast and helps me be able to be productive. I would be lost without its help!"""
Peripheral Neuropathy,10,"""I just started taking gabapentin 300 mg 3 times a day... wow my legs feel no more pain...I can walk easy have more desire to do things...it's a miracle. ...I'm so happy to have found this medicine."""
Hot Flashes,10,"""After years of hot flashes.....at least one per hour....plus sleep depriving night sweats....my doctor suggested Gabapentin rather than hormones. Didnt really understand  the drug until I did some research and read how it has helped other women. So, I took it....300mg, at night, as prescribed.....wow!!! I havent slept that well in years!!!!  Zero night sweats! The first two mornings after taking Gabapentin, I felt a little bit foggy headed. But also a sense of calm that I really enjoyed. No more foggy mornings.....its been 1 week since I began taking Gabapentin. Still getting a solid 8 hours of sleep with no night sweats! I am one very happy woman!"""
Pain,10,"""This is the ONLY medicine that helps with my pain!"""
Pain,10,"""I started out at 300mg's 3 times a day approx 1 yr ago. I'm up to 900mg's 4 time a day, I suffer from horrible nerve pain due to having CRPS, I wouldn't wish this on my worst enemy. So much has been taken from me, But the gabapentin helps so much with the nerve pain that I take the good with the bad. I have an awesome support system beginning with my Husband of 36 yrs. Otherwise I don't think I could do this. The gabapentin takes away from me certain things, But I take the good with the bad. My thoughts and prayers go out to all of you who suffer and a have to take gabapentin."""
Pain,10,"""I had a herniated disc problem at L5 S1. Doctors suggested I  take 100 mg daily twice and it works very well."""
Neuropathic Pain,10,"""I have spina bififa, scoliosis, osteoarthriti and I am on the bu trans patches. I have been in severe pain, even my eye balls hurt, every joint and muscle agony. I have tried so many medications an was almost at point of giving up. I was put on gabapentin and it has been a wonder drug and life saver. After only taking two all my pain went completely and I feel 20 again"""
Alcohol Withdrawal,10,"""I have been on Gabapentin for 15 months.  My dose is two 600mg tablets a day for a total of 1200mg in a 24-hour period. I was prescribed Gabapentin for alcoholism first, anxiety second.  This medication is a God send.  After drinking 10-15 alcohol drinks a day for 40 years, within a week I quit and had no side effects from withdrawal - plus the anxiety went away. I do NOT crave alcohol at all.  It is so weird.  I thought it wouldn't work until I tried it - and it does work!  It was THAT quick.  I suggest everyone with an alcohol problem that wants to quit but is deathly afraid to do so, ask your doctor for gabapentin.  It is non-addictive like benzodiazepines (Valium, Xanax).  AA never worked for me.  Gabapentin, IMO replaces AA."""
Anxiety,10,"""I've been taking gabapentin for a year for severe anxiety social anxiety and it has been wonderful. I'm a very worrisome person so when I take this medicine I feel more at ease without feeling sedated. I find it funny my Dr said they don't generally use this medicine for anxiety but it works for me and apparently a lot more people then she made it seem. """
Anxiety,10,"""I am 40 years old. I have dealt with social anxiety since my teen years. I have been on Wellbutrin XR 150 mg twice daily for several months, which has given me energy, improved mood, and increase sex drive. I started gabapentin a couple weeks ago for pain relief related to a slipped disc impinging nerves in my back, sciatica. I am taking 600 mg tthree times a day. I am amazed!! Social anxiety is gone! First time in my life. I have actually been chatty and social without breaking into a sweat from nerves. Also haven't reached for my when required Ativan at all since starting gabapentin. I couldn't be happier about this accidental discovery. Life changing. Also note that I am a recovering alcoholic. Maybe defective gaba has been the culprit?"""
Migraine,10,"""Well I have tremors and migraines, so my neurologist gave me 800mg gabapentin and I'm supposed to take 2 x 800mg (1600mg) 3 times a day for my tremors mainly, but a side effect is the absence of migraines."""
Migraine,10,"""I have been having chronic migraines for 5 years now and probably 50 other prescriptions wrote for me and finally gabapentin is like a miracle for me.My migraines were 24/7 with tension in shoulders and neck.  Felt little tired and strange first day but great relief now. My doctor and neurologist all but gave up on me and was filling pretty depressed.  Thank you gabapentin!!!!!"""
Bipolar Disorder,10,"""I use Gabapentin 1200 mg since 2 weeks for my rapid cycling bipolar. Since one week I feel stable as I have never been for 10 years. It is early to say but it seems to be helpful. It is very difficult condition and difficult for treatment too. I was suffering a lot, but now I just enjoy to my life. I eat normal and also I am calmer. Also I use Depakote and Effexor, a little dose Wellbutrin and Seroquel. I have very mild mood changes now."""
Peripheral Neuropathy,10,"""I needed neck surgery in 2009. I had the surgery, but after a couple of months, I begin to hurt all over and was so stiff it took me hours to get my routine going. I had trouble at work with horrible pain. I finally found a doctor that would listen to me. He put me on 3600mg, and as long as I take it on time and stay on the schedule I am good to go. I am so glad because my job is in law enforcement and I have to be on my toes in the jail. This medication is a God sent. It's not a narcodic. I hope this note gives everyone a better quality of life,."""
Hot Flashes,10,"""I started gabapentin for nerve pain. My hot flashes stopped after having them for 5 years. It's been a miracle for me, my doctor hadn't heard it worked for hot flashes, but I can't go back to hot flashes that left me with sweat running down my face in the grocery store line or having to have my bedroom at 50 degrees at night so I could sleep somewhat comfortably at night."""
Pain,10,"""This is the first medicine that dropped my back pain from 10 to a 2. I was on increasing oxycodone for years due to crushed back in accident. Had 5 herniated discs L1 - L5 which eventually developed bone spurs and arthritis. Severe radiating leg pain would cause leg numbness and some great falls in public. Surgery was recommended - I declined. 15 years later my psychiatrist prescribed it for anxiety/mood stabilizer to replace Depakote (also an anti-convulsant). 
3 days later I noticed I could get by with Advil and gabapentin. Why didn't my ortho surgeon give me this? I take 900 mg/ day. Only been on it 3 weeks
and I'm a different person."""
Anxiety,10,"""I suffered with severe migraines several times a year.  In my 30s, the migraines became more frequent, longer lasting, more severe. Accidentally discovered Xanax, lifted the migraine immediately. Xanax not being a long-term solution for many reasons, my neurologist prescribed gabapentin.  I haven't had a migraine in over six years.  I take 1200 mg a day, usually before bed, but have discovered that taking 300mg in the afternoon when anxiety kicks in and the rest at night has made a huge difference in anxiety.  Anxiety runs in my family, migraines, too, and this medication works very well for me."""
Hot Flashes,10,"""Gabapentin has been great for reducing my hot flashes! 
I was prescribed this medication after chemotherapy for nerve pain. It stop the nerve pain in my hands and feet. It also helped with restless leg syndrome."""
Anxiety,10,"""I have been hiv positive for 3 years when I asked my doctor if my hiv meds were actually giving me side effects of anxiety and panic attacks. I am taking truvada and isentress and although I am very happy with my meds, I really noticed that When I started the hiv meds, I become  very anxious and paranoid of negative things happening in my daily life. I talked to my doctor and so he prescribed me a very low dosage of 100 milligrams 4 capsules a day of Gabapentin. I immediately noticed the effects within the first week. I am no longer paranoid, worrysome and anxious all the time. I'm very happy my doctor prescribed me this medicine. :)"""
Bipolar Disorder,10,"""Bipolar disorder successfully treated with gabapentin for 4 years -900mg daily.Then in Dec 2015, I had general anesthetic for broken leg operation. Then 6 weeks later, fell into deep depression with uncontrollable crying. Convinced this is result of anesthetic. Can anything reverse this state?"""
Restless Legs Syndrome,10,"""Works VERY well for restless legs syndrome and trust me, I have tried them ALL!  Good luck, I know this is a wretched thing to have."""
Hot Flashes,10,"""I started taking Gabapentin two weeks ago. My doctor prescribed it for my hot flashes and night sweats. I was averaging two to three hot flashes an hour and terrible night sweats every night. It was very debilitating and overwhelming. Since starting the Gabapentin the night sweats have vanished altogether and I average two hot flashes a day! it's a lifesaver for me. I take three 300 mg. pills per day, one in the morning, one after dinner and one before bed."""
Anxiety,10,"""I am a 70 yr old woman & have had anxiety & depression my whole life. This medication has changed my life. I took it initially for shingles but noticed immediately that my anxiety was gone so I phoned my psychiatrist (I am bipolar) & asked to be put on it.  He agreed no problem. I take 300 mg 3 times a day. I hope this helps others with anxiety & depression. I am like a new woman!"""
Alcohol Withdrawal,10,"""I was able to withdraw from opiates using Neurontin."""
Insomnia,10,"""I take a 300 mg of Gabapentin along with 10 mg of Melatonin and it's works great for me. I fall asleep about 30 to 40 minutes after taking them and sleep throughout the night."""
Insomnia,10,"""This is my 3rd night of taking this.  I went to my doctor because my depression and anxiety had come back full-force.  I hadn't eaten hardly anything in 3 weeks and couldn't sleep but 3 hours a night.  I was a walking zombie!  She prescribed a SSRI and this and I have slept like a baby on 300 mgs a night plus melatonin.  My anxiety has gone down at least 60% in two days and my depression has already lightened up - although that will take much longer but just getting some decent sleep undisturbed had really helped!  A great side effect of this is that I used to have to get up 5 or 6 times a night to go to the bathroom and now I get up maybe once a night!  What a relief!"""
Hot Flashes,10,"""Started taking this for hot flashes a couple of weeks ago.  I'm on 300mg twice a day and it is wonderful.  I would sometimes get more than 4 hot flashes per hour- I felt like a chameleon.  I had no idea how nice it is to be almost completely hot flash free!  I'm post menopause at 48 and started having flashes at 37.  After awhile it becomes a fact of life, if I had under 10 flashes in a day I thought that was good.  When I started having 2-4 per hour in the afternoons, sometimes more than 30 during waking hours, my oncologist prescribed this.  I can't take hormones because of high risk breast cancer.  Gabapentin is giving me my life back!!!!!"""
Migraine,10,"""I'm actually a chronic cluster headache patient for over 30 years. Started when I got sober in 82. Cleveland Clinic finally figured out what the problem was. Now for about 10 years I've been on the Gabapentin as part of my medical cocktail. We just had to increase the dosage today from 600 to 900 as the clusters were back on a nightly alarm clock basis. Well, tonight I have been headache free and hoping this increase will do the trick. Has worked before but maybe just time for increase in my dosage. Prayers please. These clusters are no fun. Thanks and good luck to all headache patients."""
Anxiety,10,"""Gabapentin has been a God send for me. I have taken several of the benzos for my anxiety and I have a very negative opinion of them. Gabapentin removes my anxiety and allows me to be completely alert and focused at work. It allows me to be friendly and outgoing but at the same time calm. I have tons of energy everyday and sleep really well at night. I started taking gabapentin for nerve damage in my left arm about 2 years ago. Immediately I noticed it to be an extremely effective medication for worry and anxiety. I believe it to be a perfect medication for me. I never want to stop taking it. Makes me feel ""normal""."""
Insomnia,10,"""I was prescribed GABA by my doctor for insomnia. I find it does help to keep me asleep once I get there. I agree it doesn't put me right to sleep however I find that it does allow me to relax my brain and body so they're not going 100 miles an hour which then allows me to fall asleep. I was told to only take it if I had 7 or 8 hours dedicated for sleep so what I found was this. When I take it and am allowed to sleep a full 8 hours before getting up I feel great in the morning. If I take it and have to get up in 6 hours I'm disoriented in the morning and vision is blurry. So with that being said and knowing it takes a couple hours to fall asleep after taking this I've learned my time table of when I take it where I get the best results."""
Fibromyalgia,10,"""I started the Gabapentin two weeks ago for Fibromyalgia discomfort and this medication has changed my life. 
My chronic lower leg pain I've suffered with for over 5 years is gone and my quality of life has improved a great deal!"""
Hot Flashes,10,"""I was offered gabapentin for nerve pain in my chest. Having had hot flushes and night sweats completely taking over and affectly so many areas of my life, after only a couple of days taking the gabapentin, the flushes stopped!!! I had been suffering for 3 years having gone through treatment for breast cancer at 45. Due to the amount of pain, my GP had me in 1x300mg 4 times aday.  Downside was for the first 3-4 weeks (also because it was a high dose), I felt very drowsy, unable to concentrate, so also unable to drive. I was off work anyway, so was able to cope ok. This only lasted the 2 weeks. My GP had discussed the side affects before hand. I had been on 37.5 mg of venlafaxine 2x1 daily but didn't feel it helped that much. live with in UK."""
Anxiety,10,"""I am on meds for depression and they're working. Thank God. Anxiety is an issue,  so my psychiatrist prescribed gabapentin,  300mg. The suggested dosage is one, 4x per day. I don't do that but instead take it when I'm feeling anxious and it works like a charm. Plus it helps me fall and stay asleep. Am hungrier but I can control that. Great medication."""
Pain,10,"""I've had vague lower leg pain for years that was getting worse each year to the point that it was constant all day long.  I was taking 1600 mg of ibuprofen a day.  I finally mentioned this to a doctor who thought it might be nerve pain and prescribed gabapentin 3 times a day.  It worked almost immediately.  It decreased my dosage to twice a day and it still works.  """
Migraine,10,"""I have had migraines for over 15 years now.  I have tried everything out there from Imitrex to Morphine for reduction of pain, from Propranolol to Nortriptyline for prophylactics and nothing worked.  My doctor was running out of options and suggested Gabapentin and what a difference.  Now because it makes me tired, I only take at night before I go to bed, so I do not have ANY side effects that other people do.  I take a dose of 300 mg at bedtime and so far it has been a life saver.  I have not had any headaches for over a month since starting the Gabapentin.  I had such bad migraines, they would last up to 4 days straight without any relief.  Needless to say, I am quite happy with the medication."""
Restless Legs Syndrome,10,"""300mg at nite in bed ... Sometimes 600mg..... Helps me sleep and no restless legs"""
Migraine,10,"""I have been a migraine sufferer for almost 17 years. I went on and then off birth control as a means of trying to reduce the number of migraines I would get. Often 3-4 times a month. I was given Amerge which was effective. I then switched to Imitrex. An accident last summer caused me great nerve pain and in the fall I was put on Gabapentin for this nerve pain in my arm from my elbow dislocation. Throughout the fall and winter I had a few headaches, nothing that popping a few Excedrins wouldn't take away. Three weeks ago, I stopped taking Gabapentin to try to reduce the drugs I'm taking. Big mistake. For the past week, I have had blinding migraines unresponsive to Excedrin and Imitrex. I will be going back on Gabapentin."""
Trigeminal Neuralgia,10,"""400mg life saver for normal flare ups but not strong enough for bad attacks. Good when used in conjunction with Topamax"""
Pain,10,"""I have herniated disc as well as severe arthritis in my shoulders and arms.  I have had many days of severe pain and restless nights, very painful mornings while being on many different narcotics that didn't help very much.  After starting Neurontin the pain has almost completely gone.  I am still on Roxicodone but the Neurontin has made all the difference in the world.  I can raise my arms above my head, something I haven't done in months.  It does make me a little sleepy but I am sure that will go away, I have only been taking it for a week now.  My opinion it to take it at night, everyone needs a good night sleep anyway.  It is great for me."""
Fibromyalgia,10,"""I was given Neurontin by my orthopedic surgeon for nerve pain in my back before having a hip replacement. It dawned on me after a week or so, I had no fibromyalgia pain. After going over what I had been doing differently, I figured out it was the Neurontin. I goggled it and found that the University if Cincinnati had tested it yielding positive results in treating fibromyalgia pain symptoms. My Dr has decided to continue the medicine as long as I am getting relief from the pain. I do have to say that the fibro fog is still a bit of an issue and I find my short term memory is a bit glitchy. But, hey that what iPhones are for, right? Being pain free is worth the trade off. My brain us slowly acclimating. It's great to live and not just cope."""
Bipolar Disorder,10,"""I have been on Neurontin for several years.  I take it along with Zoloft for bi-polar disorder.  All I can say is that it works for me!"""
Anxiety,10,"""I have taken Neurontin for 5 days now..400 mg 4 times a day. It is like a miracle medicine for me. I was drinking 18-24 beers a day..one 10 mg Valium, lots of coffee and smoking 1 1/2 - 2 Packs of cigarettes a day. Anxiety levels were High. I feel rested, calm, clear headed and No anxiety. It's been 20 years since I have felt this good. I drank a lot and took a lot of nerve pills. I went to rehab for 3 days. Doctor put me on Neurontin 1600 daily. I feel a little sluggish, but that is a lot better than the way I felt a week ago. I have No caffeine, cigarettes, valium or alcohol. I have saved a lot of money now. ($30) a day habit. I do wear a 21 mg patch though.
 Please give this Drug a try. Get the right dosage for you will help a lot."""
Anxiety,10,"""My husband is on a ""light"" dose of Neurontin (Gabepentin) and the medicine really works to relieve his anxiety.  He has Parkinson's Disease and mild cognitive disorder, as well as Parkinson's depression.  Neurontin works well on his tremor and his anxiety, but higher doses make him ""foggy.""  His dosage is 800mg spread over 12-16 hours, with the option to increase the dose to 1000mg per day, depending on his anxiety level.  He has been on Neurontin for many years and it continues to work well for him."""
Fibromyalgia,10,"""I have had Fibromyalgia for 11 years and had Amitriptyline for it, last week I started with shingles and left me with Neuropathic stabbing ice pick pain in my head/neck, yesterday the doctor said try Gabapentin starting dose 300g but not with Amitriptaline, reluctantly after reading the side effects I took a pill as I haven't slept for 6 nights and was at my wits end. I took it at 9pm I went to bed 11pm experienced leg jerking for a few minutes a strange tingling feeling all over, and excessive gas, then I must have fallen asleep I had been asleep 6 hours :) no shooting pains every 30 seconds no restless legs, I'm going to give this a go as first impressions to me on just one dose has been a relief/blessing and worth a try."""
Anxiety,10,"""It has been a godsend anxiety treatment for me, relieving me of what was once crippling anxiety."""
Anxiety,10,"""I have been on gabapentin for two weeks now. I'm on 300mg three times a day. It took about a few days for it to start working. But I have to say that this med works! If I do not take it or if I'm getting close to my next dose. I start to feel depressed. I love taking this. It really does help for headache pain, and mood. I got this for depression. Because i do suffer from depression and anxiety a lot. It seems to help with the depression but not anxiety. If anything it makes me more happier. More calmer and more relaxed. I have gotten dependent on this drug for my mood. It doesn't make me sleepy at all. My body has gotten use to taking it. I don't see myself getting off of this. I enjoy being relaxed and feeling calm."""
Insomnia,10,"""I take either 1 gabapentin and 2 zzzquil or 2 gabapentin and 1 zzzquil and I sleep like a baby all night! I normally fall asleep relatively quickly and wake up around 2 or 3am with terrible back pain and am practically up the rest of the night. Ever since this combo I have finally found rest! The 2 on their own did nothing for me just fyi"""
Bipolar Disorder,10,"""I am 25. I have been taking gabapentin sense I was 17. I must say that I can't live without it. It makes me feel ""my normal"". Anyway, it calms my nerves - but not like a volume ...it makes me feel really good. I feel like I can do and achieve just about anything! I wouldn't want to be without it. I am prescribed 800 mg gabapentin. I take 1600 mg when I get up in the morning.  Gabapentin changed me..personally..for the better. I love my medicine!"""
Fibromyalgia,10,"""I was diagnosed with Fibromyalgia in 2006 and have been on a very, very low dosage of Gabapentin 300mg at bedtime ever since. My Fibromyalgia is manageable and I have no side effects from the medicine. I lead a very busy life.
I am an Executive Assistant in a fast-paced organization, and a very involved grandmother to 3. Rarely, I will have a flare that is triggered by extreme stress and I will have a day in bed, but most days I am putting in 12 hr days at work. And weekends I am busy with family, so I feel Gabapentin saved my life! It was a miracle from the first few weeks of taking it."""
Pain,10,"""It took a good few years of chronic lower back pain to finally find out I've a dislocated coccyx, I've tried everything from cortisone injections to minor surgical procedures, nothing helped. My GP prescribed gabapentin 300mg 3 times a day, 12 weeks ago with immediate relief. I've had my dose slowly increased and am now on 900mg 3 times a day. I'm waiting for a big operation now to remove the coccyx so until then these are managing my pain. I've even stopped taking tramadol as these gabapentin were so effective!"""
Insomnia,10,"""I was prescribed Gabapentin for anxiety and insomnia. I was diagnosed with severe obstructive sleep apnea and had a tough time getting used to my CPAP and didn't sleep for several nights in a row. The first night I took the Gabapentin I slept! And I've slept every night since then. I take 800 mgs during the day and 800 mgs at night for 1600 total. I sleep between 7 and 9 hours every night now. My neurologist also told me that Gabapentin increases slow wave sleep. Before my CPAP (and the Gabapentin) I was getting no N3 slow wave sleep at all. So this drug is amazing for sleep, for me at least."""
Pain,10,"""I have been taking 16 years. I take 800 mg 4 times a day. The meds work Great. I am able to do most things. I am 52 and have had 7 hip replacements. About two years ago I started having tooth problems. I discovered major gum recession. Yesterday I had my first round of skin graphs. The doctor knew it was from Neurotin. He has had several patients having taken as little as  2 months to me 16 years. The doctor originally thought I needed 3 grafts. I only had enough to graph two. Three months from today I have to do two more grafts. Had I known this I would of never taken Neurotin."""
Hot Flashes,10,"""I was given Gabapentin to try for hot flashes. It works at night more than I ever hoped for. Day time it helps quite a bit. Along with the hot flashes it stopped my anxiety and panic attacks. I can now sleep."""
Restless Legs Syndrome,10,"""A must try for RLS Had RLS for 7 years and was always told it was in my head. After that long leaving my RLS it was getting worse and i was showing signs of depression so i booked myself in the docs (thought i would be put on anti-depressents) i was offered to try gabapentin first to get rid of the cause of depression symptoms.
     They made me feel drowsy, tierd and clumsy for about 2 weeks and started getting use to them. But i slowly noticed my legs wasnt driving me insaine! They was relaxing for once when my mind was relaxed my legs was too! I have been on them a few months now and it feels great to be able to sleep and not kick around all the time. I feel happier in myself and great to have my legs and brain comunicating properly"""
Bipolar Disorder,10,"""I have been taking Neurontin 800 mg 4 times a day for several years. I can say it helped me in more ways than one. Been underweight for most of my life, and over the years Neurontin has helped me get an appetite back. Now I am the right weight for my height. Also, after 4 years addicted to Suboxone and Klonopin, I never would have been able to get clean without Neurontin. Overall I feel that Neurontin has saved my life. I haven't attempted suicide since I started on it. But for SEVERE bi-polar like I have, counseling really does help."""
Restless Legs Syndrome,10,"""Was placed on Requip.  It was somewhat effective with breakthroughs.  A neurologist ordered Gabapentin, 1a day for a week, then two a day.  Complete relief, thank God."""
Peripheral Neuropathy,10,"""I have suffered with lumber degenerative disc disease at L5, L4, L3, spinal instability and prolapsed discs at L5 and L4 since being first diagnosed officially in approx 2006 resulting in chronic low back pain and sciatica. I had a discetomy and laminectomy at L5 / L4 but the surgery failed 7 weeks out of surgery. I had nerve impingment at multiple levels including left, right and central prolapses (again) with slight neural compression along with narrowing of the neural foramina and lateral recess on both sides. In plain English = I could not not walk. After trying everything else, they put me on Gabapentin. I am now on 3600mg / day and I went from being unable to walk or stand to walking and being almost pain free after 1 week, Miracle!"""
Epilepsy,10,"""It is a great medication I've had no seizures and my back pain is little to none"""
Restless Legs Syndrome,10,"""I have suffered with RLS for pretty much my entire life, I'm 55 now. Discovered gabapentin reading blog posts. I have tried all the other meds. My RLS was getting so bad I was having a lot of episodes during the day and not just at night, but worse at night. I could not sit still to even look at a newspaper or magazine. There were time I actually thought I was going to go completely insane. Most night I didn't sleep more than an hour or two. Even then I was not getting a good deep sleep. When I asked my GP about gabapentin, he had no problem prescribing it for me. He even followed recommendation for the dosage. I take 100mg in the morning and at lunch. Before bedtime I take 200 mg.. All I can say is that this has been a godsend for me."""
Bipolar Disorder,10,"""I have been on gabapentin 600mg three times a day for a while for my fibromyalgia and it works get for that. My psychiatrist just increased it to 800mg three times a day for my bipolar depression and anxiety and it is really helping with that too. I noticed the first day on 800mg that I felt calmer and happier. I am happy"""
