"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2002"	"2002"	19	2863567	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2003"	"2003"	13	2903662	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2004"	"2004"	21	2931102	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2005"	"2005"	20	2966870	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2006"	"2006"	10	2992390	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2007"	"2007"	15	3004358	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2008"	"2008"	17	3008963	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2009"	"2009"	21	3007994	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2010"	"2010"	13	2998028	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2011"	"2011"	16	2983060	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2012"	"2012"	24	2967362	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2013"	"2013"	17	2933633	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2014"	"2014"	21	2909653	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2015"	"2015"	23	2874576	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"1999"	"1999"	32	518114	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2000"	"2000"	30	525457	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2001"	"2001"	32	542674	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2002"	"2002"	27	555493	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2003"	"2003"	29	569102	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2004"	"2004"	29	580130	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2005"	"2005"	15	594012	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2006"	"2006"	20	605930	3.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2007"	"2007"	21	616491	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2008"	"2008"	25	627152	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2009"	"2009"	16	637902	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2010"	"2010"	27	644548	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2011"	"2011"	12	647923	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2012"	"2012"	22	651482	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2013"	"2013"	17	650316	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2014"	"2014"	14	649438	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2015"	"2015"	15	643851	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"1999"	"1999"	180	2751144	6.5
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2000"	"2000"	180	2770978	6.5
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2001"	"2001"	170	2824950	6.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2002"	"2002"	154	2863567	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2003"	"2003"	157	2903662	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2004"	"2004"	170	2931102	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2005"	"2005"	126	2966870	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2006"	"2006"	141	2992390	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2007"	"2007"	131	3004358	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2008"	"2008"	128	3008963	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2009"	"2009"	139	3007994	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2010"	"2010"	156	2998028	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2011"	"2011"	180	2983060	6.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2012"	"2012"	158	2967362	5.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2013"	"2013"	160	2933633	5.5
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2014"	"2014"	171	2909653	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2015"	"2015"	139	2874576	4.8
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"1999"	"1999"	26	2751144	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2000"	"2000"	25	2770978	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2001"	"2001"	41	2824950	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2002"	"2002"	26	2863567	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2003"	"2003"	28	2903662	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2004"	"2004"	26	2931102	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2005"	"2005"	28	2966870	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2006"	"2006"	20	2992390	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2007"	"2007"	39	3004358	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2008"	"2008"	28	3008963	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2009"	"2009"	30	3007994	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	32	2998028	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2011"	"2011"	34	2983060	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2012"	"2012"	30	2967362	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2013"	"2013"	36	2933633	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2014"	"2014"	26	2909653	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2015"	"2015"	29	2874576	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	13	243238	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	10	262294	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	13	268161	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"1999"	"1999"	17	518114	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2000"	"2000"	22	525457	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2002"	"2002"	16	555493	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2003"	"2003"	16	569102	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2004"	"2004"	25	580130	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2005"	"2005"	22	594012	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2006"	"2006"	12	605930	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2007"	"2007"	18	616491	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2008"	"2008"	14	627152	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2009"	"2009"	19	637902	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2010"	"2010"	33	644548	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2011"	"2011"	23	647923	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2012"	"2012"	23	651482	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2013"	"2013"	26	650316	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2014"	"2014"	24	649438	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2015"	"2015"	28	643851	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"1999"	"1999"	103	2751144	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2000"	"2000"	157	2770978	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2001"	"2001"	145	2824950	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2002"	"2002"	170	2863567	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2003"	"2003"	156	2903662	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2004"	"2004"	155	2931102	5.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2005"	"2005"	178	2966870	6.0
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2006"	"2006"	171	2992390	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2007"	"2007"	171	3004358	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2008"	"2008"	160	3008963	5.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2009"	"2009"	175	3007994	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2010"	"2010"	220	2998028	7.3
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2011"	"2011"	198	2983060	6.6
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	191	2967362	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	167	2933633	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	195	2909653	6.7
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	185	2874576	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"1999"	"1999"	12	2751144	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2000"	"2000"	11	2770978	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2002"	"2002"	12	2863567	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2004"	"2004"	10	2931102	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2005"	"2005"	11	2966870	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2009"	"2009"	10	3007994	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2010"	"2010"	10	2998028	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2011"	"2011"	11	2983060	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2012"	"2012"	18	2967362	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2013"	"2013"	19	2933633	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2014"	"2014"	12	2909653	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2015"	"2015"	17	2874576	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	"White"	"2106-3"	"2011"	"2011"	12	2983060	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2002"	"2002"	15	2796914	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2003"	"2003"	12	2753942	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2008"	"2008"	12	2630868	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2012"	"2012"	12	2782074	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2013"	"2013"	12	2828122	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"1999"	"1999"	10	3006812	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"1999"	"1999"	17	3006812	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2000"	"2000"	14	2935594	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2001"	"2001"	20	2848047	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2002"	"2002"	26	2796914	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2003"	"2003"	14	2753942	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2004"	"2004"	14	2704627	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2005"	"2005"	15	2650051	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2006"	"2006"	18	2611102	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2007"	"2007"	12	2605083	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2008"	"2008"	23	2630868	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2009"	"2009"	17	2659422	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2010"	"2010"	19	2681007	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2011"	"2011"	21	2741339	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2012"	"2012"	22	2782074	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2013"	"2013"	29	2828122	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2014"	"2014"	33	2853524	1.2
