BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI,Weather Normalized Source EUI,Water per Square Foot,ENERGY STAR Score,GHG,Reported Building Square Footage,Reported Facility Type,Number of Buildings,Reported BINs
1000160260,200,WEST STREET,MANHATTAN,10282,Yes,516,118.9,325,,N/A,22758.57,2137781,Bank/Financial Institution,1,1087239
1000170045,25,WEST STREET         ,MANHATTAN,10006,No DOF Record as of 08/01/12,,,,,,,,,,
1000190013,42,TRINITY PLACE,MANHATTAN,10006,Yes,2140,81.7,237,,31,433.97,62089,Retail,1,1000797
1000200001,29,BROADWAY,MANHATTAN,10006,Yes,198,326.2,478,,7,7832.79,297419,Office,1,1000802
1000200004,39,BROADWAY,MANHATTAN,10006,Yes,367,68.2,189.3,,79,2744.4500000000003,447452,Office,1,1000803
1000200004,39,BROADWAY,MANHATTAN,10006,Yes,2034,18454.2,24035.8,,1,651919.31000000006,447452,Office,1,
1000200009,45,BROADWAY,MANHATTAN,10006,Yes,368,89,251.5,,57,2962.4700000000003,368315,Office,1,1000804
1000200009,45,BROADWAY,MANHATTAN,10006,Yes,1232,17341.3,22455.200000000001,,1,554108.02,404448,Office,1,1000804
1000200016,55,BROADWAY,MANHATTAN,10006,Yes,138,86.7,248.70000000000002,,72,2840.03,363378,Office,1,1000807
1000210001,61,BROADWAY,MANHATTAN,10006,Yes,137,62.7,185.70000000000002,,88,3712.58,650000,Office,1,1000808
1000210004,65,BROADWAY,MANHATTAN,10006,Yes,1146,55720,66743.3,,1,1459636.96,331684,Office,1,1000809
1000220013,26,BROADWAY,MANHATTAN,10004,Yes,2329,89.2,183.4,,67,5248.91,686571,Office,1,1000811
1000220017,32,BROADWAY,MANHATTAN,10004,Yes,369,88.7,235.70000000000002,,59,1138.33,143000,Office,1,1078979
1000220020,42,BROADWAY,MANHATTAN,10004,Yes,366,97.600000000000009,259.39999999999998,,54,3415.06,389927,Office,1,1000812
1000220020,42,BROADWAY,MANHATTAN,10004,Yes,1390,,,,90,,,Office,1,1000812
1000220024,50,BROADWAY,MANHATTAN,10004,Yes,1327,65.8,179.1,3.25,73,2021.72,343345,Office,1,1000813
1000220028,52,BROADWAY,MANHATTAN,10004,Yes,1328,74.7,196.5,21.86,74,2551.83,384831,Office,1,1000814
1001480015,40,WORTH STREET,MANHATTAN,10013,Yes,2364,,,,82,,,Office,1,1001622
1000230019,2,BROAD STREET,MANHATTAN,10004,Yes,695,327.90000000000003,858.6,57.18,N/A,10754.06,370000,Bank/Financial Institution,1,1078982
1000230050,20,BROAD STREET,MANHATTAN,10004,Yes,66,119.3,295.39999999999998,43.91,79,4963.26,473042,Office,1,1000816
1000240001,60,BROAD STREET,MANHATTAN,10004,Yes,579,89,230.20000000000002,5.41,83,8398.2199999999993,1067151,Office,1,1000817
1000240029,30,BROAD STREET,MANHATTAN,10004,Yes,603,63.7,180.5,21.98,81,2420.21,419795,Office,1,1000819
1000240036,50,BROAD STREET,MANHATTAN,10004,Yes,961,67.3,202.4,,N/A,1271.1600000000001,205940,Office,1,1000820
1000250001,55,BROAD STREET,MANHATTAN,10004,Yes,47,111.5,293.3,22.17,55,4064.1800000000003,410295,Office,1,1000821
1000250010,41,BROAD STREET        ,MANHATTAN,10004,No DOF Record as of 08/01/12,,,,,,,,,,
1000250027,40,EXCHANGE PLACE,MANHATTAN,10005,Yes,1113,88.9,195.20000000000002,,77,1548.72,237000,Office,1,1000825
1000280005,5,HANOVER SQUARE,MANHATTAN,10004,Yes,1495,129.80000000000001,253,,51,3560,325000,Office,1,1000832
1000280012,76,BEAVER STREET,MANHATTAN,10005,Yes,1035,,,,N/A,,,Office,1,1000833
1000290001,91,BROAD STREET,MANHATTAN,10004,Yes,493,,,,N/A,,1125693,Bank/Financial Institution,1,1-00029-0001
1000290036,1,WILLIAM STREET,MANHATTAN,10004,Yes,717,82.9,229.9,17.38,N/A,833.25,112500,Bank/Financial Institution,1,1078995
1000290070,75,BROAD STREET,MANHATTAN,10004,Yes,2331,220.8,674.9,,1,13629.48,671172,Office,1,1000849
1000290086,14,SOUTH WILLIAM STREET,MANHATTAN,10004,Yes,1581,277.3,559.6,,N/A,115.84,5900,Other,1,BIN# 1000851
1000300005,80,PEARL STREET        ,MANHATTAN,10004,No DOF Record as of 08/01/12,,,,,,,,,,
1000300019,7,HANOVER SQUARE,MANHATTAN,10004,Yes,1658,80.400000000000006,221.3,,74,5399.12,802690,Office,1,1000855
1000330001,77,WATER STREET,MANHATTAN,10005,Yes,470,76,147.4,,88,4273.76,669211,Office,1,1-00033-0001
1000330022,99,WALL STREET,MANHATTAN,10005,Yes,1481,83.2,192.4,,69,657.93000000000006,91353,Office,1,BIN# 1000865
1000350010,111,WALL STREET         ,MANHATTAN,10005,No DOF Record as of 08/01/12,,,,,,,,,,
1000360012,,PIER 9              ,MANHATTAN,0,No DOF Record as of 08/01/12,,,,,,,,,,
1000360018,   PIER11,SOUTH STREET        ,MANHATTAN,0,No DOF Record as of 08/01/12,,,,,,,,,,
1000360025,   PIER13,SOUTH STREET        ,MANHATTAN,0,No DOF Record as of 08/01/12,,,,,,,,,,
1000360030,   PIER14,SOUTH STREET        ,MANHATTAN,0,No DOF Record as of 08/01/12,,,,,,,,,,
1000370008,110,WALL STREET,MANHATTAN,10005,Yes,41,108.9,238.6,13,64,2736.63,292627,Office,1,1000872
1000370023,180,MAIDEN LANE,MANHATTAN,10005,Yes,1770,85,232.4,,80,8367.73,1100000,Office,1,1000874
1000380001,100,WALL STREET,MANHATTAN,10005,Yes,1506,104,254,,61,3884.06,426531,Office,1,
1000380017,88,PINE STREET,MANHATTAN,10005,Yes,942,139.80000000000001,278.2,,53,7870.6100000000006,664900,Office,1,1000876
1000390001,82,WALL STREET         ,MANHATTAN,10005,No DOF Record as of 08/01/12,,,,,,,,,,
1000390004,80,WALL STREET,MANHATTAN,10005,Yes,147,19.899999999999999,66.3,,100,104.98,56271,Office,1,
1000390004,80,WALL STREET,MANHATTAN,10005,Yes,148,43.1,86.100000000000009,,N/A,203.92000000000002,56271,Office,1,
1000390012,110,MAIDEN LANE,MANHATTAN,10005,Yes,45,146.4,322.60000000000002,15.05,40,13674.36,1084110,Office,1,1000880
1000400003,60,WALL STREET,MANHATTAN,10005,Yes,21,137.5,384.1,,N/A,20094.669999999998,1625483,Office,1,1001004
1000400014,48,WALL STREET,MANHATTAN,10005,Yes,1821,60.2,181.1,,81,1788.76,324000,Office,1,1001005
1000400016,52,WILLIAM STREET      ,MANHATTAN,10005,No DOF Record as of 08/01/12,,,,,,,,,,
1000410001,66,PINE STREET,MANHATTAN,10005,Yes,2583,5.9,18,,100,492.92,918919,Office,1,1001007
1000420031,80,MAIDEN LANE,MANHATTAN,10038,Yes,2342,21640.7,25221.8,,1,901703.68000000005,527605,Office,1,1001015
1000430001,44,WALL STREET,MANHATTAN,10005,Yes,391,83.9,215.1,10.77,68,2524.4899999999998,341291,Office,1,1001017
1000430002,40,WALL STREET,MANHATTAN,10005,Yes,344,,,,N/A,,,Office,1,1001018
1000430005,30,WALL STREET,MANHATTAN,10005,Yes,670,76.599999999999994,223.70000000000002,,N/A,969.25,138880,Office,1,1001019
1000440001,26,NASSAU STREET,MANHATTAN,10005,Yes,202,155.30000000000001,360.7,38.09,N/A,29600.3,2199000,Office,1,BBL: 1-00044-0001
1000460001,2,WALL STREET,MANHATTAN,10005,Yes,232,109.10000000000001,297.60000000000002,,44,1883.48,192500,Office,1,1001023
1000460003,100,BROADWAY,MANHATTAN,10005,Yes,2131,1697.8,2129.6,,1,53155.92,395000,Office,1,
1000480001,140,BROADWAY,MANHATTAN,10005,Yes,9,155.19999999999999,318.5,,53,15518.130000000001,1178137,Office,1,1001027
1000490002,111,BROADWAY            ,MANHATTAN,10006,No DOF Record as of 08/01/12,,,,,,,,,,
1000500001,115,BROADWAY            ,MANHATTAN,10006,No DOF Record as of 08/01/12,,,,,,,,,,
1000510001,2,RECTOR STREET,MANHATTAN,10006,Yes,563,91,253.3,,62,4012.36,491400,Office,1,1001031
1000510007,68,TRINITY PLACE,MANHATTAN,10006,Yes,183,96,187.6,,65,2060.33,255406,Office,1,1001032
1000510013,78,TRINITY PLACE,MANHATTAN,10006,Yes,2380,655.5,809.7,,1,8690.36,167555,Office,1,1001033
1000510013,78,TRINITY PLACE,MANHATTAN,10006,Yes,2586,,,,1,,150000,Office,1,"1001033

2010 Bench Marking Building ID : 2714770 
"
1000510014,123,GREENWICH STREET,MANHATTAN,10006,Yes,2393,1035.3,1260.8,,N/A,7982.2,97589,Office,1,1001034
1000510014,123,GREENWICH STREET,MANHATTAN,10006,Yes,2585,,,,N/A,,97589,Bank/Financial Institution,1,"BIN# 1001034

Note 2010 Benchmark Building ID : 273165"
1000510017,74,TRINITY PLACE       ,MANHATTAN,10006,No DOF Record as of 08/01/12,,,,,,,,,,
1000550016,80,WEST STREET         ,MANHATTAN,10006,No DOF Record as of 08/01/12,,,,,,,,,,
1000560001,140,WASHINGTON STREET   ,MANHATTAN,10006,No DOF Record as of 08/01/12,,,,,,,,,,
1000630003,22,CORTLANDT STREET,MANHATTAN,10007,Yes,1699,85.7,282.2,0,44,5363.46,666930,Office,1,1001069
1000630012,5,DEY STREET          ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1000640012,150,BROADWAY,MANHATTAN,10038,Yes,674,55.6,153.69999999999999,,87,1377.56,276000,Office,1,1001087
1000640015,160,BROADWAY,MANHATTAN,10038,Yes,276,105.2,221.5,,75,1250.45,145000,Office,1,"BIN# 1079040, 1079037, 1079038, 1079039"
1000650007,15,MAIDEN LANE,MANHATTAN,10038,Yes,504,62,159.1,,88,790.91,144200,Office,1,1001097
1000660001,19,LIBERTY STREET,MANHATTAN,10005,Yes,139,133.9,307.3,34.68,52,10039.69,870210,Office,1,1-00066-0001
1000670023,56,NASSAU STREET,MANHATTAN,10038,Yes,2214,60.1,183.5,17.61,80,3407.25,617356,Office,1,1001109
1000680007,83,MAIDEN LANE,MANHATTAN,10038,Yes,1157,79.900000000000006,147,,89,1032.5999999999999,155714,Office,1,1001111
1000680011,75,MAIDEN LANE,MANHATTAN,10038,Yes,1141,13619.6,18022,,1,166817.98000000001,155026,Office,1,1001112
1000680028,15,GOLD STREET,MANHATTAN,10038,Yes,623,,,638.97,81,,71540,Hotel,1,
1000680036,100,WILLIAM STREET,MANHATTAN,10038,Yes,465,114.60000000000001,382.7,,70,4120.2,383042,Office,1,1001116
1000700043,160,WATER STREET,MANHATTAN,10038,Yes,2363,63.300000000000004,77.3,,100,2456.9699999999998,491442,Office,1,1001135
1000720013,163,FRONT STREET,MANHATTAN,10038,Yes,1055,40,48.300000000000004,,N/A,175.91,58500,Warehouse (Unrefrigerated),1,1001139
1000730002,  PIER-15,SOUTH STREET        ,MANHATTAN,10038,No DOF Record as of 08/01/12,,,,,,,,,,
1000750021,40,FULTON STREET,MANHATTAN,10038,Yes,168,58.7,196,7.1,68,1376.89,249885,Office,1,1075618
1000750030,111,JOHN STREET,MANHATTAN,10038,Yes,278,75.2,189.4,,86,1977.44,298776,Office,1,BIN# 1001167
1000770008,110,WILLIAM STREET,MANHATTAN,10038,Yes,2591,57.6,149.5,,90,4598.3100000000004,900000,Office,1,1001186
1000770015,130,WILLIAM STREET      ,MANHATTAN,10038,No DOF Record as of 08/01/12,,,,,,,,,,
1000780004,123,WILLIAM STREET      ,MANHATTAN,10038,No DOF Record as of 08/01/12,,,,,,,,,,
1000780020,120,FULTON STREET,MANHATTAN,10038,Yes,1371,113.3,218.8,,36,516.36,66687,Residence Hall/Dormitory,1,
1000800001,195,BROADWAY,MANHATTAN,10007,Yes,2535,72.3,183,,77,7403.1100000000006,1166100,Office,1,1001227
1000840036,7,WORLD TRADE CENTER,MANHATTAN,10007,Yes,2215,81.099999999999994,220.8,,74,12438.39,1715800,Office,1,1086510
1000860001,90,CHURCH STREET,MANHATTAN,10007,Yes,153,66.8,183.5,,84,7413.75,1234704,Office,1,1001230
1000880005,20,VESEY STREET,MANHATTAN,10007,Yes,237,71,166.3,13.88,83,581.61,96154,Office,1,1001235
1000880010,30,VESEY STREET        ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1000880018,225,BROADWAY,MANHATTAN,10007,Yes,274,83.7,187.20000000000002,,86,3256.83,461731,Office,1,BIN# 1001241
1000890001,99,NASSAU STREET,MANHATTAN,10038,Yes,1446,73.8,190.70000000000002,312.36,N/A,644.72,100000,Office,1,1001242
1000890012,212,BROADWAY,MANHATTAN,10038,Yes,194,130.6,371.6,25.2,63,8517.84,722373,Bank/Financial Institution,1,1001245
1000920005,161,WILLIAM STREET,MANHATTAN,10038,Yes,122,61.1,174.6,0.13,N/A,1034.73,187518,College/University (Campus-Level),1,1001269;1001270
1000920024,110,NASSAU STREET,MANHATTAN,10038,Yes,1971,,,,N/A,,,Bank/Financial Institution,1,1079094
1000920030,126,NASSAU STREET,MANHATTAN,10038,Yes,509,88.7,185.1,,78,901.87,126000,Office,2,1079101
1000930001,81,FULTON STREET,MANHATTAN,10038,Yes,2262,64.5,80.099999999999994,,100,3002.38,587831,Office,1,BIN# 1001280
1000930020,156,WILLIAM STREET      ,MANHATTAN,10038,No DOF Record as of 08/01/12,,,,,,,,,,
1001000001,52,BEEKMAN STREET,MANHATTAN,10038,Yes,2439,157.30000000000001,510.90000000000003,,49,3609.26,246000,Hospital (General Medical and Surgical),1,1001352
1001010002,39,PARK ROW,MANHATTAN,10038,Yes,141,71.7,189,,N/A,818.69,128572,College/University (Campus-Level),1,
1001020001,154,NASSAU STREET,MANHATTAN,10038,Yes,119,118.2,240.4,,N/A,6278.4800000000005,628399,College/University (Campus-Level),1,
1001230010,99,CHURCH STREET       ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001240004,9,PARK PLACE,MANHATTAN,10007,Yes,350,,,,80,,,Office,1,Building Identification Number (BIN): 1001399
1001240024,250,BROADWAY            ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001250020,100,CHURCH STREET,MANHATTAN,10007,Yes,2377,48.300000000000004,111.10000000000001,,97,6495.7300000000005,1553505,Office,1,1001409
1001270001,30,WEST BROADWAY       ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001270018,70,MURRAY STREET,MANHATTAN,10007,Yes,2231,116.2,364.2,0.16,N/A,5439.21,507000,Office,1,1001415
1001280002,123,BARCLAY STREET      ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001280026,125,BARCLAY STREET,MANHATTAN,10007,Yes,660,110.10000000000001,240.20000000000002,,N/A,2537.44,265371,Office,1,1001417
1001370001,68,WARREN STREET       ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001420100,101,MURRAY STREET,MANHATTAN,10007,Yes,1368,132.1,256.39999999999998,,N/A,1316.19,143091,College/University (Campus-Level),1,
1001440040,56,HUDSON STREET,MANHATTAN,10013,Yes,346,305,984.7,,N/A,30543.34,1074536,Data Center,1,Building Identification Number (BIN): 1001572
1001440040,56,HUDSON STREET,MANHATTAN,10013,Yes,1939,409.40000000000003,1306.0999999999999,,1,30575.03,802000,Office,1,1001572
1001480010,63,THOMAS STREET,MANHATTAN,10013,Yes,2390,46.300000000000004,154.6,,81,444.59000000000003,102304,Office,1,1001621
1001490033,277,BROADWAY,MANHATTAN,10007,Yes,935,74.900000000000006,146.19999999999999,17.6,N/A,637.25,104017,Office,1,1001635
1001500031,299,BROADWAY,MANHATTAN,10007,Yes,404,58.6,130.9,,91,1387.06,270564,Office,1,1001648
1001500038,291,BROADWAY            ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001510010,117,DUANE STREET        ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001510032,305,BROADWAY            ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001531001,280,BROADWAY            ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001531002,280,BROADWAY,MANHATTAN,10007,Yes,2311,114.10000000000001,265.5,,40,889.98,90383,Office,1,1079215
1001540001,290,BROADWAY            ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001580001,27,DUANE STREET        ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001590040,128,PARK ROW            ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001590060,100,PARK ROW            ,MANHATTAN,10007,No DOF Record as of 08/01/12,,,,,,,,,,
1001600001,464,PEARL STREET        ,MANHATTAN,10038,No DOF Record as of 08/01/12,,,,,,,,,,
1001610003,,PARK ROW            ,MANHATTAN,0,No DOF Record as of 08/01/12,,,,,,,,,,
1001620001,1,CHATHAM SQUARE,MANHATTAN,10038,Yes,2122,53.1,137.1,,99,252.34,54429,Office,2,1001682
1001710001,350,BROADWAY            ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001720020,76,LAFAYETTE STREET,MANHATTAN,10013,Yes,1729,81.099999999999994,114.10000000000001,,N/A,1942.97,317464,Multifamily Housing,1,1001870
1001750033,365,BROADWAY,MANHATTAN,10013,Yes,1907,0,0,,N/A,,0,Multifamily Housing,1,1001939
1001760001,57,WORTH STREET        ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001760018,40,LEONARD STREET      ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001790066,139,FRANKLIN STREET     ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001840005,,MARGINAL STREET     ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001840008,,MARGINAL STREET     ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001860001,107,NORTH MOORE STREET  ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001870016,377,GREENWICH STREET,MANHATTAN,10013,Yes,1935,222.4,501.6,,1,1338.1200000000001,80500,Hotel,1,1087575
1001910001,2,AVENUE OF THE AMER,MANHATTAN,10013,Yes,352,105.10000000000001,319.2,48.75,14,1237.27,132689,Hotel,1,1088221
1001920001,16,WALKER STREET,MANHATTAN,10013,Yes,650,226.70000000000002,700,32.43,100,23999.23,1149997,Office,1,1002192
1001940042,60,WALKER STREET       ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1001950007,396,BROADWAY,MANHATTAN,10013,Yes,1409,0.5,1.6,,N/A,2.74,61219,Multifamily Housing,1,1002323
1001950017,91,WALKER STREET,MANHATTAN,10013,Yes,1539,,,,N/A,,59449,Office,1,1002329
1001960005,408,BROADWAY,MANHATTAN,10013,Yes,2462,58.1,161,,73,271.51,54968,Office,1,1002338
1001970007,101,LAFAYETTE STREET,MANHATTAN,10013,Yes,2026,66.8,178.8,,N/A,331.65000000000003,56345,Office,1,1002356
1001970007,101,LAFAYETTE STREET,MANHATTAN,10013,Yes,2055,65.900000000000006,220.20000000000002,,55,350.92,56700,Office,1,1002356
1001980001,100,BAXTER STREET,MANHATTAN,10013,Yes,2483,30.2,51.4,15.67,N/A,491.21000000000004,253009,Multifamily Housing,1,1002364;1084763;1084583
1001980126,125,WALKER STREET,MANHATTAN,10013,Yes,1303,65.8,155.6,165.48,N/A,599.71,119052,Other,1,1084583;1084763;1002364
1002000012,202,CANAL STREET,MANHATTAN,10013,Yes,109,101.9,298.5,22.71,30,432.22,49101,Office,1,1082488
1002090019,138,LAFAYETTE STREET    ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1002090028,261,CANAL STREET        ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1002120007,30,VARICK STREET,MANHATTAN,10013,Yes,577,98.2,259.2,,N/A,1060.83,123057,Office,1,1002733
1002120018,52,VARICK STREET,MANHATTAN,10013,Yes,1240,84.2,169,,N/A,518.62,72000,Office,1,1002735
1002120045,2,YORK STREET,MANHATTAN,10013,Yes,522,122.60000000000001,249.6,7661.39,50,513.09,59150,Hotel,1,1-00212-0045
1002160001,235,WEST STREET         ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1002170001,250,WEST STREET         ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1002170014,401,WASHINGTON STREET,MANHATTAN,10013,Yes,721,2.5,7.5,,N/A,13.99,60000,Office,1,1002818
1002200031,174,HUDSON STREET,MANHATTAN,10013,Yes,343,73.400000000000006,243,,45,356.71,51750,Office,1,
1002210030,200,HUDSON STREET,MANHATTAN,10013,Yes,206,75.2,193.70000000000002,,N/A,2234,332837,Office,1,1002854
1002220001,443,GREENWICH STREET,MANHATTAN,10013,Yes,2164,5.1,9.300000000000001,,N/A,120.45,280000,Office,1,1002856
1002250008,111,WATTS STREET,MANHATTAN,10013,Yes,208,48.2,96.3,,N/A,1536.55,379795,Office,1,1002933
1002260001,431,CANAL STREET,MANHATTAN,10013,Yes,188,81.900000000000006,223.5,,76,7234.26,984017,Office,1,1002934
1002270028,306,WEST BROADWAY,MANHATTAN,10013,Yes,280,133.9,313.3,56.01,19,2154.66,189986,Hotel,1,1087764
1002270052,27,GRAND STREET,MANHATTAN,10013,Yes,1875,108.9,268.60000000000002,,60,646.55999999999995,76000,Hotel,1,
1002310026,107,GRAND STREET        ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1002310035,451,BROADWAY,MANHATTAN,10013,Yes,624,144,481,1331.44,8,824.7,61000,Office,1,1003020
1002320001,434,BROADWAY,MANHATTAN,10013,Yes,114,78,158.5,8.6,79,347.52,52167,Office,1,1003025
1002330002,9,CROSBY STREET       ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1002330026,12,HOWARD STREET,MANHATTAN,10013,Yes,140,71.3,193.70000000000002,5.28,83,838.35,142554,Office,1,1003051
1002330030,22,HOWARD STREET       ,MANHATTAN,10013,No DOF Record as of 08/01/12,,,,,,,,,,
1002440040,621,WATER STREET        ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1002500001,220,SOUTH STREET,MANHATTAN,10002,Yes,263,37.4,114.10000000000001,0.59,N/A,844.14,255084,Other,1,BIN: 1003205
1002820044,88,EAST BROADWAY       ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1002830018,143,HENRY STREET        ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1002850001,179,HENRY STREET,MANHATTAN,10002,Yes,678,88.600000000000009,163,,N/A,406.05,68743,Multifamily Housing,0,1003686
1003070024,59,ALLEN STREET        ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1003250025,123,MANGIN STREET       ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1003310200,275,DELANCEY STREET     ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1003430043,80,RIDGE STREET,MANHATTAN,10002,Yes,723,93.4,157.80000000000001,6746.93,N/A,490.67,81303,Multifamily Housing,1,1086094
1003440060,99,PITT STREET         ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1003530054,114,NORFOLK STREET      ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1003780001,126,AVENUE C            ,MANHATTAN,10009,No DOF Record as of 08/01/12,,,,,,,,,,
1003790027,436,EAST   10 STREET,MANHATTAN,10009,Yes,2141,,,0.47,88,,92000,Warehouse (Unrefrigerated),1,1004551
1003900011,308,EAST    8 STREET,MANHATTAN,10009,Yes,1374,66.3,102,,N/A,395.27,97000,Multifamily Housing,1,1085478
1003920010,350,EAST   10 STREET    ,MANHATTAN,10009,No DOF Record as of 08/01/12,,,,,,,,,,
1004000031,542,EAST    5 STREET,MANHATTAN,10009,Yes,2500,96.9,187.8,,94,591.37,88299,Senior Care Facility,1,1005026
1004100038,112,LUDLOW STREET       ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1004100048,107,RIVINGTON STREET    ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1004200040,140,FORSYTH STREET      ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1004200047,41,RIVINGTON STREET,MANHATTAN,10002,Yes,1169,69.3,218.5,,66,995.85,157500,Senior Care Facility,1,1005601
1004260006,225,BOWERY              ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1004260012,235,BOWERY              ,MANHATTAN,10002,No DOF Record as of 08/01/12,,,,,,,,,,
1004260029,195,CHRYSTIE STREET,MANHATTAN,10002,Yes,1724,72.099999999999994,128.4,32.39,N/A,429.86,74250,Office,1,
1004410023,432,EAST   14 STREET    ,MANHATTAN,10009,No DOF Record as of 08/01/12,,,,,,,,,,
1004430005,28,   2 AVENUE,MANHATTAN,10003,Yes,262,34,72.5,2.18,N/A,133.79,55000,Other,1,BIN: 1006080
1004550001,222,   2 AVENUE,MANHATTAN,10003,Yes,1122,221.8,470.7,,5,1147.55,60828,Medical Office,1,South Building
