"company","review"
"The Washington Post",",Working for the Washington Post was a great experience. I was basically my own boss. I like the job because I had certain responsibilities and no one really over me all day. I performed my work as asked and completed what I needed to do on time. I was also a warehouse manager and I distributed bundles on the weekend to the carriers and locked up when they left. Everyone's trust in me felt good and my dedication to my job was appreciated."
"The Washington Post",",Very good environment to work at, the management is so amazing. All team members are friendly.Indeed, I learnt so many things!!"
"The Washington Post",",I started at the Post having worshiped the pape for years. I was hired to work in the advocacy/political advertising department. There was nearly 0 training and on boarding, even a ""boot camp"" was scant on actual direction. The person who was supposed to train me was unable to focus and all I heard from the rest of the department was that she was a walking disaster. "
"The Washington Post",",After being there for less than a month, both of the senior sales reps for advocacy left and no one knew what they were doing. There was contention between the sales planning team and marketing and it was a hot mess. People would email you all night and over New Years week everyone went out of town and there was no one to ask questions of as a new employee. They abuse young workers in a fashion similar to how law firms treat new hires. Other than it being the Washington Post there were no possitives about this job. It was like dating a hot guy and being abused, but being like ""well he's hot""."
"The Washington Post",",job was great at first but it took its toll on you working 60-80 hours a week with very little sleep. it was great being my own boss and driving to deliver the newspapers in a peaceful atmosphere. It was great meeting new people as our area tripled."
"The Washington Post",",Working as a journalist was thrilling, fun, and rewarding. But the business model is broken and the industry is dying."
"The Washington Post",",Since the mid-2000s, the newspaper has undergone a series of buyouts, in which hundreds of the Post's most experienced writers and editors left. The paper has pushed out dozens more. The advent of the internet, which undercut the Post's advertising revenue, and some short-sighted business decisions are to blame."
"The Washington Post",",i was young when i was working here don't remember much of it a lot of cleaning i only made 15 dollars a day but i was 16 so i thought i was rich."
"The Washington Post",",Working at the Washington post was interesting and a fast pace environment.  Innovative and energetic are the words that comes to mind, when I think back on this company."
"The Washington Post",",Respond to customer help desk inquires both in writing and over the telephone."
"The Washington Post",",Trouble shoots digital product issues with readers and subscribers."
"The Washington Post",",Escalate reader issues to internal team via Parature as necessary as well as provide reporting for customer issue resolutions."
"The Washington Post",",Good Digital Experience. Learned a lot about the digital landscape and got to work with a lot of top clients. Ran marketing campaigns from start to finish."
"The Washington Post",",Loved working there. Great managers and co-workers. I added new skills to my resume, such as pre-flighting electronic files. The hardest part of the job was having to leave it via a lay-off. I would still work there if I could."
"The Washington Post",",I had to get up at 2 AM go to Waldorf and pick up my newspapers. I had to go over my list of changes and get them in order to the way I deliver my papers.Then I go deliver my papers. It didn't matter how many papers you had to deliver you had to be done by 6 AM the same morning. Sunday was the hardest day of the week because you had almost twice as many papers then you had thru the week. You still needed to be done by 7 AM the same morning"
"Squarespace","I have the freedom to be creative, and the opportunity to properly execute my ideas. I have all the latest gear, so I can focus on doing what I do best. I don't have to worry about what I'm going to eat, it's catered every day, it's delicious, and my dietary needs are cared for. There's literally nothing stopping me from achieving my goals, except for myself. Plus, there's always a fresh batch of premium coffee in the kitchen."
"Squarespace",",The entire Squarespace team is an amazing group of talented, intelligent, friendly, and stand-up professionals; and I enjoy working with every one of them."
"Squarespace",",The office is incredible. Everything is minimal, clean, and high-end. We have the most comfortable chairs, best desks, and tons of natural light. We have the most awesome non-corporate company outings and parties. Everything at Squarespace is done big, and done right."
"Squarespace",",Management is down-to-earth and truly cares about our well being."
"Squarespace",",I've learned so much from being in this environment. There's tight deadlines sometimes, and we work hard, but I love what I do. We get to push the boundaries of the web, empowering people to create a more beautiful online world."
"Squarespace",",Overall I loved working at Squarespace. Great people,and a fun work environment.  Friendly people from coworkers to management.  Management was very transparent with staff. Plus - catered lunches! "
"Squarespace",",Needing to be flexible with your schedule is needed - lost of OT/EH was required of all team members.  This includes working from home, at times. "
"Squarespace",",It is possible the environment has changed a lot over the past year, for the negative.  But my time there was very positive."
"Squarespace",",A collaborator's dream, it's easy to take the initiative to add features or improve the product, easy to find collaborators, and easy to get support and guidance from management. My favorite place to work so far."
"Squarespace",",Squarespace is full of hard working individuals, who are self-starters and are passionate about the product. Our management teams care about us, and they genuinely interact with employees in all parts of the organization. We have many perks, such as Squarespace branded swag, great lunches, a game room, high quality desks and chairs, and plenty of sunlight beaming through the windows."
"Squarespace",",We hire great people, and because of this, I learn many new things each day."
"Squarespace",",One of the most rewarding professional experiences of my career. The Squarespace team and executives have done a great job building an environment that rewards hard work and curiosity."
"Squarespace",",At Squarespace we are all encouraged to innovate, collaborate and push the boundaries of design, the web, and our product. The hours are great, the environment is friendly and exciting, and the location is phenomenal."
"Squarespace",",The side benefits include daily lunches, typically catered four days a week with freshly prepared, healthy, delicious food, and the caterer is able to accommodate and dietary concerns. There is also a fully stocked kitchen with snacks, sodas, coffee, tea, everything you might need throughout the day."
"Squarespace",",The health benefits are far and away better than any other company you'll find. Period. The same is true for the financial benefits (401k, life insurance, etc.)."
"Squarespace",",The tools are top of the line, with each employee given free reign to assemble a workstation to suit their needs and preferred set up. The software is cutting edge; if there's new software that will make our product better, try it out! The idea is to make the best things for our customers, without letting anything get in the way."
"Squarespace",",This is a company that does require you to be self-motivated. If you want to learn to do something, ask around and someone will be able to help you. But if you're the type of person that prefers to have work assigned to you throughout the day, this might not be the best fit."
"Squarespace",",Everyone is smart and interesting. The environment is laid back and fun. Useless people don't tend to stick around long, but everyone else does. There are plenty of serious engineering challenges and none of the ego and nonsense of the bigger tech companies."
"Squarespace",",Everyone, from product, marketing and support, have a common goal in mind - build a product that improves peoples' lives, and to have fun while doing it."
"Squarespace",",I've worked at a number of companies and I can honestly say Squarespace is the best ever. I got to work with extremely intelligent and talented people on challenging problems every day. The executive team is very supportive and the work environment is amazing. If you're looking for a great startup in NYC, this is the place. Hands down."
"Squarespace",",The environment at Squarespace is very comfortable and friendly and the company makes an effort to ensure that everyone has the resources they need to succeed."
"Squarespace",",I've worked at about 5 companies in my life, and what really sets Squarespace apart is the freedom to innovate. There are no technology preferences set in stone, nor hard deadlines to kill your creative spirit. You're free to create something original, get honest feedback from enthusiastic people around you, and push your changes to the world."
"Squarespace",",You get to work with some of the most creative minds in NYC, and experience the Squarespace passion for design first-hand."
"Squarespace",",The office environment is pretty relaxed, with flexible hours and take-when-needed vacation policy. Free lunch and a fully stocked kitchen are icing on the Squarecake."
"Squarespace",",If you love making websites, this is the place to be!"
"Squarespace",",Located in SoHo, Squarespace's headquarters lives up to its name. A spacious, minimalist office with amenities that make you feel comfortable enough to be working at your prime the whole time you're there."
"Squarespace",",What I learned: Marketing is a science."
"Squarespace",",I'm on the marketing team and we're constantly discovering new channels to advertise on. We're optimizing the ways we reach our target market while expanding into new ones."
"Squarespace",",I feel that there's a high level of involvement in each team member of Squarespace. It's great that we hold meetings as a team and as a company which creates transparency."
"Squarespace",",My co-workers offer advice to me about whichever fields they're in, which helps me see the big picture."
"Squarespace",",I don't really find the job too difficult, it's challenging due to the volume of work sometimes, but I enjoy it because the co-workers streamline and minimize the workload for me."
"Squarespace",",Profitable since day one, collaborative environment, flexible schedule and vacations, gorgeous office in downtown Manhattan, top-tier health insurance, 401k with company match, daily catered lunch, game room and paid yoga classes in the building."
"Squarespace",",Best part of the job is I've been writing production code since my first week here. Typical day is 10 to 7 and my co-workers are smart and dedicated. My javascript has improved a lot, and I've learned a lot about the role UI design plays in successful software."
"Amedisys","Not a bad place to work, but try too hard to make each office a cookie cutter operation.  No variances allowed for local needs."
"Amedisys",",I would reapply for the right job with ok benefits and good work enviroment .My boss was great to work with and very helpful"
"Amedisys",",I enjoyed working at Amedisys. The coworkers are great. Management changes frequently which is always frustrating. The upper management works hard and tries to be fair most of the time."
"Amedisys",",Company is forward looking and generally aggressive in the community in terms of marketing services.  It used Technology to its advantage"
"Amedisys",",I was hired into role that I never did from day one. The old bait and switch routine. Then on top of that all the branch supervisors left and along comes some big wigs having the nerve to write me up for occurrences the leaving administration did not do? Absolutely absurd. I can't recommend this place and let's not forget the tons and tons of charting."
"Amedisys",",Mostly pleasant place to work. At first the management staff was very nice and pleasant to work with. Within a few months, everything changed, unfortunately not to the better. Staff was frustrated due to lack of organization. It was hard to be there and do a good job when you don't have good management."
"Amedisys",",I really enjoyed working for amedisys. It was a great company to work for but i was having to drive 125 miles a day so it was to much gas and to much wear and tear on my vehicle"
"Amedisys",",Performed psychiatric assessments on geriatric patients in their homes or places of residence due to multiple losses and difficulty for the caregiver to manage due to a change in their behavior.  Medication were added, changed or dosages adjudged by the physician and I monitored weekly for any changes in behavior or side effects as well as teaching the patient and caregiver in regards to disease process.  The most enjoyable part of my job was the contact with the patient's and their families.  I loved the job itself, the management was great, the workplace culture was good, there was a continuing education program.  The hardest part of the job was the paperwork/documentation."
"Amedisys",",Worked with Case Managers to facilitate patient care. "
"Amedisys",",Learned a lot about the life cycle and holistic care for the dying patient and their families."
"Amedisys",",I hate it.  Haven't been here long and I am leaving.  Lots of things happening that make no sense, everyone confused and stressed out. No director.   Amedisys is bad place to work."
"Amedisys",",No work life balance, no case acuity balance. 6 staff left in the first 3 months I was there. Voicing safety concerns results in passive aggressive treatment from senior staff."
"Amedisys",",Amedisys is a very forward thinking Home Health company that has grown and undergone many changes in upper management in the past few years.  As all home health companies, Medicare and other government agencies required compliance with a lot of regulations and constant change is the norm.  I worked with a large number of very gifted and productive clinicians and other staff."
"Amedisys",",Wonderful staff and management! Could not ask for a better work environment. Have worked here for over 2 years and will continue to stay PRN even if I leave for another job opportunity!"
"Amedisys",",just know that you are under 24/7 watch from the local office manager (who is not your boss, but will treat you as if you are)."
"Amedisys",",your local manager (C.M.) can not be trusted unless you are a thin young blonde thing...in which case you are good to do what ever you want."
"Amedisys",",overall not a bad place to work . hours are good and office staff is friendly and understanding . a family oriented office"
"Amedisys",",Worked in management and it was a good learning experience.  Provided with a lot of training and support."
"Amedisys",",Difficult training positions for home health staff with limited resources.  Management was lean in this company."
"Amedisys",",good place to work they had just got going in springfield and had not built a solid foundation yet they seem to be good now. i have friends working for them and really enjoy the company."
"Amedisys",",This position required visiting patients in their homes and then writing the assessments and orders on the computer at home in the evening.It required and took over my whoe life."
"Amedisys",",This company is the worst company to work for. Overworked,understaffed,  terrible pay and very unprofessional. Supervisors untrained and of no assistance. Company also didn't pay last couples days of work and Mileage. Beware."
"Amedisys",",When I first started at Amedisys I loved my job. It was patient focused and there seemed to be good employee morale. After 6-8 months there things changed drastically. Morale dropped. The office seemed to focus only on numbers, dollars, and scores. Patient care seemed to be of less importance."
"Amedisys",",Enjoyed working. Paid vacations, great benefit package.office staff very supportive.  Full time work. Can work around private life. Overtime is approved. Fast growing company in Yuma. Field staff charting is on tablets. Streamlined charting."
"Spiceworks","You will work with a lot of very smart people, who enjoy taking ownership of their work and who aren't very involved in the politics you find most places that work. The founders are 1 in a million, and I can't stress this enough. THey're extremely transparent, understanding and just down to earth people. You will not regret working here UNLESS you don't enjoy being challenged, growth, and are not a ""go getter"""
"Spiceworks",",Easily the best company I've worked for. Interesting work, great co-workers, and a management team that knows what they're doing."
"Spiceworks",",Perks are great, we have on-site CrossFit and yoga classes and a 24-hour gym a few hundred yards away. There's a well-stocked kitchen with fresh organic fruit...I rarely need to go out to lunch."
"Spiceworks",",I'd work here without the perks, though. What's most important to me in a job are the work itself, the people I work with, and my faith in management. I love my work and have a great team."
"Spiceworks",",The management team is extremely focused on the business...they're not spending time making angel investments or trying to make a name for themselves. This is also the most open management I've seen at any company...we get together as a company every Friday to have a few beers and go over new developments, and I walk out knowing our financial condition, what's working, what isn't, and where we're headed."
"Spiceworks",",I'm also proud to say I've never heard the word ""pivot"" spoken in a meeting here."
"JPMorgan Chase","Client based, focused on clients goals, active and always trying to improve on recommendations . Indulge in more safety and good atmosphere to work and learn."
"JPMorgan Chase",",Chase Paymentech is a wonderful opportunity to begin your career with Chase. They encourage promoting within and are eager to assist employees in mapping out their career path."
"JPMorgan Chase",",Great company with excellent benefits but you have to work long hour. You have to handle office politics if you want to advance"
"JPMorgan Chase",",Over all JPM Chase is a  great place to work for covering all areas, depending on the employee needs."
"JPMorgan Chase",", Job Work/Life Balance"
"JPMorgan Chase",",Compensation/Benefits"
"JPMorgan Chase",",Job Security/Advancement"
"JPMorgan Chase",",Management"
"JPMorgan Chase",",Job Culture"
"JPMorgan Chase",",very structured enviroment "
"JPMorgan Chase",",the pay and benefits are good "
"JPMorgan Chase",",It is not what I expected at all"
"JPMorgan Chase",",if you like being on the phones all day then the job is for you"
"JPMorgan Chase",",unfair ending closing the company not letting workers"
"JPMorgan Chase",",who had been with the company many many years then"
"JPMorgan Chase",",to shut down no warning very unfair."
"JPMorgan Chase",",What to say? Plenty of room to grow but don't get lost among your peers especially if you report to a manager that is out of state. Make your voice heard frequently."
"JPMorgan Chase",",Chase is a great place to start, gain a lot of knowledge and branch out in your career. They make sure you know your job and that you able to perform to greatest potential. The managers are great at helping you move on."
"JPMorgan Chase",",Very professional work environmemt.  People to assist for any given reason and willing participants.  Enjoyed working there and would certainly entertain the possibility of working there again."
"JPMorgan Chase",",I've enjoyed working at Chase. "
"JPMorgan Chase",",I loved the location, our clients, our team and the management. Everyone were very helpful and professional. "
"JPMorgan Chase",", "
"JPMorgan Chase",",Overall, excellent experience."
"JPMorgan Chase",",JP Morgan Chase is an excellent place to work. Teamwork is highly valued, and it is the type of environment where peers take the time to teach you. You interact with different people every day, and you eventually get to know your customers creating a real community environment."
"JPMorgan Chase",",This is a Great Company to work for, great people and staff, friendly and outgoing and always willing to help when others are in need."
"JPMorgan Chase",",Wonderful company to work with. They do not pay you on your performance or attitude, only paid by hours. No matter how horrible or wonderful are you."
"JPMorgan Chase",",Overall great benefits but is a large corporation with lots of moving parts. The climate is ever-changing and they are always looking for ways to improve the employee and customer experience"
"JPMorgan Chase",",It was a solid first job that was not without it's issues. I have not been a part of the firm for two years so I cannot comment on the management at this time."
"JPMorgan Chase",",Great company with great people. So many things to learn. Follows advanced model with unique methodologies."
"JPMorgan Chase",",Good pay"
"JPMorgan Chase",",Supportive colleagues"
"JPMorgan Chase",",Good work environment"
"JPMorgan Chase",",Excellent corporate hierarchy"
"JPMorgan Chase",",Value based culture"
"JPMorgan Chase",",High priority to openness, collaborative culture"
"JPMorgan Chase",",Largest and strongest global bank with presence in across financial products like banking, commercial and corporate, investment banking , market, asset management etc"
"JPMorgan Chase",",I learned a lot being a Private Client Partner and loved coaching the other bankers on how to refer and increase sales opportunities.  I also liked the flexibility of being able to go to clients and meet with them at their place of business and traveling to other branches."
"JPMorgan Chase",",•	Develop and grow business portfolio for the branch"
"JPMorgan Chase",",•	Assist existing Business clients and deepen relationships"
"JPMorgan Chase",",•	Coach and develop bankers to help them reach their potential"
"JPMorgan Chase",",•	Stay informed with updated products and policies and train others"
"JPMorgan Chase",",They micromanage every bit of your day.  They also force you to sell products that may not be the best fit for their customers.  When it comes to someone's finances you should always do what's right to build the relationship."
"JPMorgan Chase",",Chase is a great company to work for. While the room for advancement is not what it could be, the culture and coworkers make the job a good one. I think of my Chase family often and am still friends with many of my former coworkers."
"JPMorgan Chase",",JPMC is a good company to work with. The team is great. The work life balance is good. Love to work here. Wish the salary was also as great."
"FactSet Research Systems","Fact set  is one of the best places to work for Moms. The culture and benefits are awesome. My only issue is spending so much time commuting for work."
"FactSet Research Systems",",I am happy that I have worked with Factset Research Systems for over 27 months. It is my first job and got many things to learn. It is a best company to start our career with."
"FactSet Research Systems",",FactSet is a great place to work. My supervisor was very helpful and encouraging. The environment is great. There are no closed off offices, everyone is surrounded by other people. The office kitchen always has snacks and refreshments."
"FactSet Research Systems",",Good place for just after school settlement. The outdated technology in some groups make it dangerous to stick for a long time. Make a leap in 2-3 years."
"FactSet Research Systems",",FactSet is a great place to start your career if you want to get into finance but you're not sure where to start. Excellent exposure to industry professionals."
"FactSet Research Systems",",Consultant role is more of a technology position than finance. You will be working with clients to help with research/problem solving from a technology standpoint and not from a strategic finance position."
"FactSet Research Systems",",I worked at FactSet for 15+ years.  Was fiercely loyal, deflected competitors overtures for years. I worked up through several positions but not management, and did fairly well. "
"FactSet Research Systems",",One Friday this March, I was let go. I was told it was a reevaluation of company priorities,  future investment,  etc.  Reality was it was just cost cutting. I had grown too old and expensive,  and recent process improvements I had made to my product line basically ""improved"" myself out of a job.   "
"FactSet Research Systems",",I could have easily moved to another position.  When I questioned the reason for termination, noting the above, the director of product development actually sat there with a cocky grin on his face and said no can do.   Squirming to keep from wetting himself,  the coward jumped up and left me with the HR rep to finish it off.  No ""I'm sorry, this is hard in me as well"" or any of that nonsense.  "
"FactSet Research Systems",",I blame myself for being so loyal to a company for so long and not moving on sooner.  I had been so good at my job that I allowed myself to get pigeonholed into such a narrow role that I'm finding it almost impossible to convert into a new position. "
"FactSet Research Systems",",So in some regards, when I lose my house and my family is evicted,  I will place the blame on FactSet.  But on the flip side,  this experience has taught me to never be that loyal to another firm again.  I will only be focused on the job at hand, and will be constantly looking for that next position. "
"FactSet Research Systems",",I would strongly recommend anyone considering a non-engineering role at FactSet look elsewhere and be rewarded for your efforts."
"FactSet Research Systems",",fun and young environment good management. i enjoy.. free drinks. management is nice and co workers are easy to get along with"
"FactSet Research Systems",",I liked the technical opportunities that were presented to me.  However, management did not have much of a presence.  There was no clear direction in regards to project management, which lent itself to ambiguity and inefficiency."
"FactSet Research Systems",",People is expected to work 60-70 hours a week even though the company only pays 40 hours per week. Managers utilizes a micro-managing and fault-finding approach. Oncall rotation is not a real ""On call."" This is a poor excuse to make the engineers execute changes during the weekend and after hours during the week. Your weekend work is equal to 16-20 extra hours at least. Company does not pay overtime. Employees are not recognized for their extra efforts instead, they are treated as objects that belongs to them, therefore, you have to do what I want you to do.  There are not words to express the bullying approach used by managers to their employees."
"FactSet Research Systems",",Consulting for FactSet Research Systems was my first job out of college and was the perfect gateway into the working world.  The company entrusted me with responsibility from day one and taught me how to be a working professional.  They provided me with growth opportunities and a great work life balance."
"FactSet Research Systems",",My true passion was to become an investment professional and the knowledge I gained from working at FactSet opened the door for me to become one."
"FactSet Research Systems",",Consulting role is merely customer-service and troubleshooting, with little or no true consultative, strategic work whatsoever.  Additionally, organizational claims to be 'flat' and entrepreneurial, yet management is not clear about professional development or expectations whilst there is virtually no autonomous work that outside of what you're micromanaged on."
"FactSet Research Systems",",Overall good place to work. You are given interesting and ever-changing projects."
"FactSet Research Systems",",The New York City office is in a good location and benefits are comparable to the industry standard!"
"FactSet Research Systems",",I liked the company, but unless you were a software engineer, you did not get all the great perks FactSet has to offer. Longer mandatory hours, no overtime pay, terrible management. Good coworkers but most leave, its a starter job, not something long term."
"FactSet Research Systems",",great first job, great training and benefits"
"FactSet Research Systems",",you get to travel and learn the business"
"FactSet Research Systems",",Excellent Place to Work."
"FactSet Research Systems",",Learnt SQL Server Administration and Windows Administration."
"FactSet Research Systems",",Free lunch Mon-Thu. "
"FactSet Research Systems",",Snacks and beverages are available all the time (free of charge)."
"FactSet Research Systems",",Good health insurance."
"FactSet Research Systems",",Great benefits and free lunch coupled with a good opportunity to network with financial experts in the field. "
"FactSet Research Systems",",Consultants aren't compensated for the amount of work required, and are understaffed. There is a high turnover and employees are expected to pick up the slack without any assistance from management."
"FactSet Research Systems",",Mid level managers seem disconnected and are more preoccupied with their personal lives often doing little to help their subordinates."
"FactSet Research Systems",",After having done lot's of code for myself during my PhD, I learned at Factset how to be part of a software engineer team. We had strict coding style, code review, shared library between project. "
"FactSet Research Systems",",Typical day was lot's of coding from 9am to 7pm. Atmosphere was not so good because interesting projects were occasional and everybody was fighting to be on it."
"FactSet Research Systems",",FactSet was a face paced environment that challenged it's employees to learn something new every day and work hard at fulfilling their job requirements."
"FactSet Research Systems",",Too much in the technology world. Took as a short term role for experience."
"FactSet Research Systems",",A great working environment with collaborative culture.  Good work life balance.  Creative environment that embraces self starters."
"GE Corporate","Responsible for supervising mail room staff, maintenance staff, kitchen staff. Responsible for purchasing supplies and equipment. Responsible for company's auto fleet. Through associates distribute supplies to clerical and managers. Responsible to prepare for shows materials."
"GE Corporate",",Great company to work with. they take care of theirs employees. great benefits and huge opportunities to grew up.I recommend it 100%"
"GE Corporate",",You work with the most intelligent group of people in a multi-disciplined environment. This is a place with great combination of academic research and industrial practice."
"GE Corporate",",na, great company, great leadership.  Corporate and consumer financial sector.  large capital markets.  most enjoyable part of my job is the people and my employees around the world.  Great team of talented staff"
"GE Corporate",",A typical work day would touch base with shift manager. Follow up with going over product changeovers, Issues with equipment down time, ect.   The most enjoyable part of the job was working as a team."
"GE Corporate",",The hardest part was to keep production running when parts where not available for repairs."
"GE Corporate",",It was a job that fit for me at the time. Hardest part was they did not have a fulfilling budget to allow maintaining operating equipment properly.  They would just let things run until they failed."
"GE Corporate",",This was a straight technical writing position for me. It did allow for me work in a live test environment, which was very interesting. However I felt it offered little outside of that environment."
"GE Corporate",",this was many entry level jobs that consisted of clerical and administrative duties. Great benefits, and the company had tuition reimbursement."
"GE Corporate",",I worked on campus for 9 years as a contractor. I was able to have flexibility to work from home a few days a week. The campus work environment is great with cafeteria and walking track. Fitness center onsite if you want to pay to join."
"GE Corporate",",Worked for GE for 20 years. Great people to work with. Just upper management is very sneaky , they will cut your throat to get their bonus."
"GE Corporate",",Overall, I like to work there. The envionment is friendly, well managed. However, there are some places need to be improved as well."
"GE Corporate",",GE is a company where there are opportunities to advance and grow.  It is so large that you can talk to some people who love it and others who hate it.  It is important to get into a business or technology area where your expertise is valued.  Like most large companies, management decisions are made 90 days at a time (end of quarter) with very little future planning.  This can become frustrating if you let it.  Most of us have learned to live with it and fight another quarter."
"GE Corporate",",I have been recently laid off with 30 other employees. I am sorry to go. I DO blame management for their questionable decisions that led to this, especialy since my group was doing better than forcast. Oh well. Life goes on."
"GE Corporate",",Most new employees will start in assembly, you can move around after you gain a little seniority. Fabrication was a good place to work."
"GE Corporate",",Being tied to an assembly line was the most difficult although there were some people that prefered that. To each their own. Typical factory, hot in the summer, cold in the winter. Seniority determines ability to advance."
"GE Corporate",",A typical day at General Electric.  I was responsible for different labor intense work. Checking the out going and in coming products that GE shipped to and from different manufacturers."
"GE Corporate",",Several Safety issues needed to be address and they didn't seem to want to hire me on full time. Fork lifts drove to fast and didn't always stop at appropriate stop signs."
"GE Corporate",",Chance to work on multiple assignments if you showcase interest. Flexibility in working unless your work doesn't roadblock anyone. New ideas are pouring in analytic field."
"GE Corporate",",GE is going through major changes for the better. Lots of new people and leadership joining the team. Some good, but some in key senior roles are truly disgusting and destroying morale. I'm leaving the people, not the business."
"GE Corporate",",I  worked their temporary through a temp and would like perhaps to go back if I could  I enjoyed the company and the benefits if I could have  more than the years I worked thier"
"GE Corporate",",Great place to learn and grow. Must be willing to put in time and effort. Average to below average compensation (for amount of hours worked). Fast paced culture"
"GE Corporate",",this was a work from home assignment, but taking call after call with little to no time in between calls. The management was always breathing down your neck."
"CGI Group","This job is a good job to gain experience but there is not much room for advancement.  The hours and days are great.  Management is okay not great."
"CGI Group",",CGI Federal is a diverse contracting company that  provides different opportunities for its employees under different federal agencies. Being a contractor as an Administrative Assistant for Department of Justice was a great experience. I have learned the aspects of providing mediation and facilitation between both the public community and the government. I had the pleasure of working with professional and intelligent individuals who have motivated  me to go back to school and pursue my goals of obtaining my degree. The most enjoyable part of the job was the different challenges and accomplishing them. The hardest part of the job is the communication between regions due to the different time zones. Overall, I have gained the experience of working with different federal agencies."
"CGI Group",",CGI is an awesome company. The pay and benefits were amazing but the management was not trustworthy and it made the environment difficult to work in."
"CGI Group",",great place to work for, management is very friendly and supportive. they go above and beyond to help. Best place to work"
"CGI Group",",I had a great experience working at CGI Federal! This is such a great company to work for!.  They really enforce all efforts to provide a great work life balance.  The managers and co-workers I worked with were amazing."
"CGI Group",",I have been working at CGI (More than a year)"
"CGI Group",",Pros:"
"CGI Group",",Great environment, very helpful, intelligent coworkers, very friendly enivironment, work life balance is great with flexible schedule"
"CGI Group",",Cons:"
"CGI Group",",I don't have any at the moment maybe a faster way to move up the ladder."
"CGI Group",",Good place to work. No breaks. Learned to be on time for work and to work alone or as a team. Management was always helpful."
"CGI Group",",This is a horrible place to work for. Your a contractor and will always be reminded and the government employees and administration hazes the contractors, CGI management is incompetent and will not stand up for you. The company does not have an existing contract with the government and they are on a bridge meaning the company gives in to the government's every demand"
"CGI Group",",I enjoyed working with CGI and the people. There was room for advancement and they always tried to prepare you for corporate American being that we did things different overseas."
"CGI Group",",While CGI is a great company to work for with great people and great opportunities, there is a lack of communication throughout the company. "
"CGI Group",",I enjoy the networking that the company has to offer, and they provide tools to help you learn more about any technological field you set your mind to. "
"CGI Group",",However, the opportunity for growth/advancement is a joke. "
"CGI Group",",Under-qualified people get promoted, so in turn they are not much of a team player being that they do not understand a lot of process and procedures that the rest of the team knows. "
"CGI Group",",I've been to other CGI locations that have more involved members working on projects, but sadly that is not the experience I've had. "
"CGI Group",",The opportunity for overtime is great, however at times you can get taken advantage of your overall flexibility. "
"CGI Group",",CGI is an OK place to work. I just wish that there was more opportunity for growth."
"CGI Group",",Been at the company for 10 years. Good work place culture. There is always room to advance. The benefits are excellent. We get yearly bonuses. Everyone in the HR dept is always friendly."
"CGI Group",",CGI is a slow company, does not believe in training or learning opportunities."
"CGI Group",",CGI provided ample PTO while I was there. Compensation was not very competitive and the work was not forward looking or exciting."
"CGI Group",",Benefits were not that great."
"CGI Group",",Not a great place to begin a career in technology."
"CGI Group",",Overall a nice company to work and advance in IT career beginners and medium level programmers"
"CGI Group",",Little exposure to new technologies "
"CGI Group",",Benefits are good except for Health insurance"
"CGI Group",",One of the best companies i had worked for. great work environment. Smart people, and challenging projects. i would recommend this company to anyone that is starting his career or even mid-career. It has a great reputation worldwide."
"CGI Group",",Mission expertise in defense, energy and environment, healthcare, homeland security, financial management, diplomacy and international development and housing."
"CGI Group",",Workplace is very comfortable, respectable and productive.  The staff are very friendly and the supervisor on site is very proactive and responsive. The company provides many opportunities for its members to grow."
"CGI Group",",assist customers at information window"
"CGI Group",",answer status calls "
"CGI Group",",open out going mails"
"CGI Group",",Receives customers who are “dropping off” documents for authentication."
"CGI Group",",Schedule appointments for customers calling the appointment line for authentication. "
"CGI Group",",Report the status of documents submitted for authentication to customers calling the status request line."
